Regio,Migratieachtergrond,value
Friesland (PV),Frankrijk,578
Friesland (PV),Ghana,98
Friesland (PV),Griekenland,217
Friesland (PV),Hongarije,322
Friesland (PV),Hongkong,151
Friesland (PV),India,356
Friesland (PV),Indonesië,7604
Friesland (PV),Irak,2056
Friesland (PV),Iran,523
Friesland (PV),Italië,585
Friesland (PV),Japan,44
Friesland (PV),Kaapverdië,88
Friesland (PV),Marokko,2146
Friesland (PV),Oostenrijk,306
Friesland (PV),Pakistan,189
Friesland (PV),Polen,1260
Friesland (PV),Portugal,160
Friesland (PV),Somalië,943
Friesland (PV),Spanje,274
Friesland (PV),Suriname,2984
Friesland (PV),Turkije,1654
Friesland (PV),Verenigd Koninkrijk,1424
Friesland (PV),Verenigde Staten van Amerika,652
Friesland (PV),Vietnam,749
Friesland (PV),Zuid-Afrika,435
Friesland (PV),Overig Afrika,2545
Friesland (PV),Overig Amerika,699
Friesland (PV),Overig Azië,2033
Friesland (PV),Overig Europa,1871
Friesland (PV),Overig Oceanië,128
Drenthe (PV),Afghanistan,460
Drenthe (PV),Australië,318
Drenthe (PV),België,681
Drenthe (PV),Brazilië,304
Drenthe (PV),Canada en overig Noord-Amerika,258
Drenthe (PV),China,982
Drenthe (PV),Colombia,133
Drenthe (PV),Dominicaanse Republiek,113
Drenthe (PV),Duitsland,9464
Drenthe (PV),Egypte,327
Drenthe (PV),Ethiopië,150
Drenthe (PV),Filippijnen,220
Drenthe (PV),Frankrijk,341
Drenthe (PV),Ghana,44
Drenthe (PV),Griekenland,121
Drenthe (PV),Hongarije,211
Drenthe (PV),Hongkong,134
Drenthe (PV),India,151
Drenthe (PV),Indonesië,7949
Drenthe (PV),Irak,1420
Drenthe (PV),Iran,523
Drenthe (PV),Italië,534
Drenthe (PV),Japan,23
Drenthe (PV),Kaapverdië,11
Drenthe (PV),Marokko,1476
Drenthe (PV),Oostenrijk,212
Drenthe (PV),Pakistan,154
Drenthe (PV),Polen,1126
Drenthe (PV),Portugal,96
Drenthe (PV),Somalië,588
Drenthe (PV),Spanje,231
Drenthe (PV),Suriname,1833
Drenthe (PV),Turkije,1728
Drenthe (PV),Verenigd Koninkrijk,1086
Drenthe (PV),Verenigde Staten van Amerika,395
Drenthe (PV),Vietnam,296
Drenthe (PV),Zuid-Afrika,342
Drenthe (PV),Overig Afrika,1549
Drenthe (PV),Overig Amerika,385
Drenthe (PV),Overig Azië,1310
Drenthe (PV),Overig Europa,1137
Drenthe (PV),Overig Oceanië,93
Overijssel (PV),Afghanistan,1733
Overijssel (PV),Australië,656
Overijssel (PV),België,1699
Overijssel (PV),Brazilië,1002
Overijssel (PV),Canada en overig Noord-Amerika,637
Overijssel (PV),China,3003
Overijssel (PV),Colombia,446
Overijssel (PV),Dominicaanse Republiek,335
Overijssel (PV),Duitsland,31642
Overijssel (PV),Egypte,354
Overijssel (PV),Ethiopië,443
Overijssel (PV),Filippijnen,556
Overijssel (PV),Frankrijk,1089
Overijssel (PV),Ghana,190
Overijssel (PV),Griekenland,295
Overijssel (PV),Hongarije,977
Overijssel (PV),Hongkong,457
Overijssel (PV),India,513
Overijssel (PV),Indonesië,20092
Overijssel (PV),Irak,5348
Overijssel (PV),Iran,1527
Overijssel (PV),Italië,2665
Overijssel (PV),Japan,87
Overijssel (PV),Kaapverdië,31
Overijssel (PV),Marokko,4290
Overijssel (PV),Oostenrijk,715
Overijssel (PV),Pakistan,362
Overijssel (PV),Polen,3015
Overijssel (PV),Portugal,321
Overijssel (PV),Somalië,1189
Overijssel (PV),Spanje,1546
Overijssel (PV),Suriname,5273
Overijssel (PV),Turkije,35133
Overijssel (PV),Verenigd Koninkrijk,2336
Overijssel (PV),Verenigde Staten van Amerika,877
Overijssel (PV),Vietnam,939
Overijssel (PV),Zuid-Afrika,882
Overijssel (PV),Overig Afrika,4491
Overijssel (PV),Overig Amerika,1394
Overijssel (PV),Overig Azië,7262
Overijssel (PV),Overig Europa,3067
Overijssel (PV),Overig Oceanië,228
Flevoland (PV),Afghanistan,1286
Flevoland (PV),Australië,368
Flevoland (PV),België,1279
Flevoland (PV),Brazilië,622
Flevoland (PV),Canada en overig Noord-Amerika,428
Flevoland (PV),China,1103
Flevoland (PV),Colombia,457
Flevoland (PV),Dominicaanse Republiek,405
Flevoland (PV),Duitsland,6424
Flevoland (PV),Egypte,849
Flevoland (PV),Ethiopië,251
Flevoland (PV),Filippijnen,926
Flevoland (PV),Frankrijk,851
Flevoland (PV),Ghana,1305
Flevoland (PV),Griekenland,277
Flevoland (PV),Hongarije,460
Flevoland (PV),Hongkong,477
Flevoland (PV),India,702
Flevoland (PV),Indonesië,9510
Flevoland (PV),Irak,2603
Flevoland (PV),Iran,1712
Flevoland (PV),Italië,857
Flevoland (PV),Japan,136
Flevoland (PV),Kaapverdië,112
Flevoland (PV),Marokko,10120
Flevoland (PV),Oostenrijk,331
Flevoland (PV),Pakistan,648
Flevoland (PV),Polen,1914
Flevoland (PV),Portugal,673
Flevoland (PV),Somalië,639
Flevoland (PV),Spanje,785
Flevoland (PV),Suriname,25758
Flevoland (PV),Turkije,5881
Flevoland (PV),Verenigd Koninkrijk,1706
Flevoland (PV),Verenigde Staten van Amerika,741
Flevoland (PV),Vietnam,1042
Flevoland (PV),Zuid-Afrika,655
Flevoland (PV),Overig Afrika,3661
Flevoland (PV),Overig Amerika,1717
Flevoland (PV),Overig Azië,2489
Flevoland (PV),Overig Europa,2004
Flevoland (PV),Overig Oceanië,135
Gelderland (PV),Afghanistan,4919
Gelderland (PV),Australië,1425
Gelderland (PV),België,5633
Gelderland (PV),Brazilië,1321
Gelderland (PV),Canada en overig Noord-Amerika,1424
Gelderland (PV),China,5188
Gelderland (PV),Colombia,882
Gelderland (PV),Dominicaanse Republiek,728
Gelderland (PV),Duitsland,50742
Gelderland (PV),Egypte,987
Gelderland (PV),Ethiopië,889
Gelderland (PV),Filippijnen,1276
Gelderland (PV),Frankrijk,2769
Gelderland (PV),Ghana,601
Gelderland (PV),Griekenland,1122
Gelderland (PV),Hongarije,1568
Gelderland (PV),Hongkong,1332
Gelderland (PV),India,807
Gelderland (PV),Indonesië,44587
Gelderland (PV),Irak,5526
Gelderland (PV),Iran,2948
Gelderland (PV),Italië,3337
Gelderland (PV),Japan,261
Gelderland (PV),Kaapverdië,74
Gelderland (PV),Marokko,20017
Gelderland (PV),Oostenrijk,1582
Gelderland (PV),Pakistan,495
Gelderland (PV),Polen,6080
Gelderland (PV),Portugal,738
Gelderland (PV),Somalië,2985
Gelderland (PV),Spanje,2391
Gelderland (PV),Suriname,11181
Gelderland (PV),Turkije,39098
Gelderland (PV),Verenigd Koninkrijk,5416
Gelderland (PV),Verenigde Staten van Amerika,2132
Gelderland (PV),Vietnam,2274
Gelderland (PV),Zuid-Afrika,1578
Gelderland (PV),Overig Afrika,8014
Gelderland (PV),Overig Amerika,2949
Gelderland (PV),Overig Azië,6251
Gelderland (PV),Overig Europa,6390
Gelderland (PV),Overig Oceanië,495
Utrecht (PV),Afghanistan,3145
Utrecht (PV),Australië,1233
Utrecht (PV),België,4893
Utrecht (PV),Brazilië,1045
Utrecht (PV),Canada en overig Noord-Amerika,1146
Utrecht (PV),China,3591
Utrecht (PV),Colombia,786
Utrecht (PV),Dominicaanse Republiek,457
Utrecht (PV),Duitsland,19959
Utrecht (PV),Egypte,1095
Utrecht (PV),Ethiopië,1023
Utrecht (PV),Filippijnen,907
Utrecht (PV),Frankrijk,2771
Utrecht (PV),Ghana,553
Utrecht (PV),Griekenland,2193
Utrecht (PV),Hongarije,1137
Utrecht (PV),Hongkong,1543
Utrecht (PV),India,1257
Utrecht (PV),Indonesië,33290
Utrecht (PV),Irak,3935
Utrecht (PV),Iran,2853
Utrecht (PV),Italië,2822
Utrecht (PV),Japan,351
Utrecht (PV),Kaapverdië,107
Utrecht (PV),Marokko,48051
Utrecht (PV),Oostenrijk,1149
Utrecht (PV),Pakistan,467
Utrecht (PV),Polen,3939
Utrecht (PV),Portugal,575
Utrecht (PV),Somalië,1911
Utrecht (PV),Spanje,2673
Utrecht (PV),Suriname,18582
Utrecht (PV),Turkije,26185
Utrecht (PV),Verenigd Koninkrijk,5225
Utrecht (PV),Verenigde Staten van Amerika,3011
Utrecht (PV),Vietnam,1446
Utrecht (PV),Zuid-Afrika,1659
Utrecht (PV),Overig Afrika,7102
Utrecht (PV),Overig Amerika,3068
Utrecht (PV),Overig Azië,5093
Utrecht (PV),Overig Europa,6591
Utrecht (PV),Overig Oceanië,465
Noord-Holland (PV),Afghanistan,7571
Noord-Holland (PV),Australië,3886
Noord-Holland (PV),België,11713
Noord-Holland (PV),Brazilië,4932
Noord-Holland (PV),Canada en overig Noord-Amerika,3231
Noord-Holland (PV),China,8867
Noord-Holland (PV),Colombia,3219
Noord-Holland (PV),Dominicaanse Republiek,3305
Noord-Holland (PV),Duitsland,53712
Noord-Holland (PV),Egypte,8531
Noord-Holland (PV),Ethiopië,3235
Noord-Holland (PV),Filippijnen,4710
Noord-Holland (PV),Frankrijk,9941
Noord-Holland (PV),Ghana,12416
Noord-Holland (PV),Griekenland,2486
Noord-Holland (PV),Hongarije,3669
Noord-Holland (PV),Hongkong,5056
Noord-Holland (PV),India,7396
Noord-Holland (PV),Indonesië,76735
Noord-Holland (PV),Irak,7889
Noord-Holland (PV),Iran,6157
Noord-Holland (PV),Italië,10826
Noord-Holland (PV),Japan,3809
Noord-Holland (PV),Kaapverdië,1217
Noord-Holland (PV),Marokko,95403
Noord-Holland (PV),Oostenrijk,3547
Noord-Holland (PV),Pakistan,6881
Noord-Holland (PV),Polen,13187
Noord-Holland (PV),Portugal,6244
Noord-Holland (PV),Somalië,3891
Noord-Holland (PV),Spanje,9369
Noord-Holland (PV),Suriname,99840
Noord-Holland (PV),Turkije,77302
Noord-Holland (PV),Verenigd Koninkrijk,23042
Noord-Holland (PV),Verenigde Staten van Amerika,11252
Noord-Holland (PV),Vietnam,3562
Noord-Holland (PV),Zuid-Afrika,4341
Noord-Holland (PV),Overig Afrika,18635
Noord-Holland (PV),Overig Amerika,12729
Noord-Holland (PV),Overig Azië,19271
Noord-Holland (PV),Overig Europa,22690
Noord-Holland (PV),Overig Oceanië,1436
Zuid-Holland (PV),Afghanistan,10573
Zuid-Holland (PV),Australië,3426
Zuid-Holland (PV),België,16449
Zuid-Holland (PV),Brazilië,4376
Zuid-Holland (PV),Canada en overig Noord-Amerika,3248
Zuid-Holland (PV),China,17036
Zuid-Holland (PV),Colombia,4494
Zuid-Holland (PV),Dominicaanse Republiek,4540
Zuid-Holland (PV),Duitsland,56553
Zuid-Holland (PV),Egypte,5260
Zuid-Holland (PV),Ethiopië,3836
Zuid-Holland (PV),Filippijnen,4299
Zuid-Holland (PV),Frankrijk,10967
Zuid-Holland (PV),Ghana,4136
Zuid-Holland (PV),Griekenland,4751
Zuid-Holland (PV),Hongarije,3793
Zuid-Holland (PV),Hongkong,6268
Zuid-Holland (PV),India,6443
Zuid-Holland (PV),Indonesië,93836
Zuid-Holland (PV),Irak,13977
Zuid-Holland (PV),Iran,9725
Zuid-Holland (PV),Italië,9574
Zuid-Holland (PV),Japan,1646
Zuid-Holland (PV),Kaapverdië,18907
Zuid-Holland (PV),Marokko,107784
Zuid-Holland (PV),Oostenrijk,4004
Zuid-Holland (PV),Pakistan,8579
Zuid-Holland (PV),Polen,21017
Zuid-Holland (PV),Portugal,8541
Zuid-Holland (PV),Somalië,7033
Zuid-Holland (PV),Spanje,9747
Zuid-Holland (PV),Suriname,146109
Zuid-Holland (PV),Turkije,126872
Zuid-Holland (PV),Verenigd Koninkrijk,22480
Zuid-Holland (PV),Verenigde Staten van Amerika,8292
Zuid-Holland (PV),Vietnam,3400
Zuid-Holland (PV),Zuid-Afrika,4380
Zuid-Holland (PV),Overig Afrika,27994
Zuid-Holland (PV),Overig Amerika,12416
Zuid-Holland (PV),Overig Azië,18855
Zuid-Holland (PV),Overig Europa,25186
Zuid-Holland (PV),Overig Oceanië,1242
Zeeland (PV),Afghanistan,331
Zeeland (PV),Australië,209
Zeeland (PV),België,16999
Zeeland (PV),Brazilië,238
Zeeland (PV),Canada en overig Noord-Amerika,294
Zeeland (PV),China,739
Zeeland (PV),Colombia,141
Zeeland (PV),Dominicaanse Republiek,109
Zeeland (PV),Duitsland,5722
Zeeland (PV),Egypte,242
Zeeland (PV),Ethiopië,101
Zeeland (PV),Filippijnen,286
Zeeland (PV),Frankrijk,1016
Zeeland (PV),Ghana,55
Zeeland (PV),Griekenland,224
Zeeland (PV),Hongarije,239
Zeeland (PV),Hongkong,174
Zeeland (PV),India,146
Zeeland (PV),Indonesië,6404
Zeeland (PV),Irak,691
Zeeland (PV),Iran,281
Zeeland (PV),Italië,440
Zeeland (PV),Japan,19
Zeeland (PV),Kaapverdië,29
Zeeland (PV),Marokko,2206
Zeeland (PV),Oostenrijk,357
Zeeland (PV),Pakistan,92
Zeeland (PV),Polen,1676
Zeeland (PV),Portugal,533
Zeeland (PV),Somalië,515
Zeeland (PV),Spanje,303
Zeeland (PV),Suriname,2498
Zeeland (PV),Turkije,3220
Zeeland (PV),Verenigd Koninkrijk,1845
Zeeland (PV),Verenigde Staten van Amerika,388
Zeeland (PV),Vietnam,492
Zeeland (PV),Zuid-Afrika,344
Zeeland (PV),Overig Afrika,1596
Zeeland (PV),Overig Amerika,586
Zeeland (PV),Overig Azië,1215
Zeeland (PV),Overig Europa,1326
Zeeland (PV),Overig Oceanië,59
Noord-Brabant (PV),Afghanistan,5064
Noord-Brabant (PV),Australië,1870
Noord-Brabant (PV),België,32874
Noord-Brabant (PV),Brazilië,1847
Noord-Brabant (PV),Canada en overig Noord-Amerika,1681
Noord-Brabant (PV),China,6981
Noord-Brabant (PV),Colombia,911
Noord-Brabant (PV),Dominicaanse Republiek,788
Noord-Brabant (PV),Duitsland,40211
Noord-Brabant (PV),Egypte,1563
Noord-Brabant (PV),Ethiopië,832
Noord-Brabant (PV),Filippijnen,1542
Noord-Brabant (PV),Frankrijk,4351
Noord-Brabant (PV),Ghana,1019
Noord-Brabant (PV),Griekenland,1527
Noord-Brabant (PV),Hongarije,1817
Noord-Brabant (PV),Hongkong,1757
Noord-Brabant (PV),India,1893
Noord-Brabant (PV),Indonesië,50684
Noord-Brabant (PV),Irak,4823
Noord-Brabant (PV),Iran,2807
Noord-Brabant (PV),Italië,3152
Noord-Brabant (PV),Japan,508
Noord-Brabant (PV),Kaapverdië,137
Noord-Brabant (PV),Marokko,39255
Noord-Brabant (PV),Oostenrijk,1746
Noord-Brabant (PV),Pakistan,724
Noord-Brabant (PV),Polen,14875
Noord-Brabant (PV),Portugal,2332
Noord-Brabant (PV),Somalië,4898
Noord-Brabant (PV),Spanje,3941
Noord-Brabant (PV),Suriname,18972
Noord-Brabant (PV),Turkije,50103
Noord-Brabant (PV),Verenigd Koninkrijk,8489
Noord-Brabant (PV),Verenigde Staten van Amerika,2834
Noord-Brabant (PV),Vietnam,3524
Noord-Brabant (PV),Zuid-Afrika,1660
Noord-Brabant (PV),Overig Afrika,11776
Noord-Brabant (PV),Overig Amerika,4014
Noord-Brabant (PV),Overig Azië,8971
Noord-Brabant (PV),Overig Europa,8437
Noord-Brabant (PV),Overig Oceanië,717
Limburg (PV),Afghanistan,2212
Limburg (PV),Australië,755
Limburg (PV),België,18807
Limburg (PV),Brazilië,628
Limburg (PV),Canada en overig Noord-Amerika,483
Limburg (PV),China,2662
Limburg (PV),Colombia,374
Limburg (PV),Dominicaanse Republiek,232
Limburg (PV),Duitsland,80593
Limburg (PV),Egypte,751
Limburg (PV),Ethiopië,319
Limburg (PV),Filippijnen,639
Limburg (PV),Frankrijk,1776
Limburg (PV),Ghana,284
Limburg (PV),Griekenland,776
Limburg (PV),Hongarije,1199
Limburg (PV),Hongkong,624
Limburg (PV),India,418
Limburg (PV),Indonesië,21253
Limburg (PV),Irak,2458
Limburg (PV),Iran,1489
Limburg (PV),Italië,3520
Limburg (PV),Japan,257
Limburg (PV),Kaapverdië,34
Limburg (PV),Marokko,16655
Limburg (PV),Oostenrijk,1293
Limburg (PV),Pakistan,270
Limburg (PV),Polen,7356
Limburg (PV),Portugal,574
Limburg (PV),Somalië,1553
Limburg (PV),Spanje,1591
Limburg (PV),Suriname,3073
Limburg (PV),Turkije,12087
Limburg (PV),Verenigd Koninkrijk,3937
Limburg (PV),Verenigde Staten van Amerika,1557
Limburg (PV),Vietnam,1177
Limburg (PV),Zuid-Afrika,503
Limburg (PV),Overig Afrika,4928
Limburg (PV),Overig Amerika,1299
Limburg (PV),Overig Azië,4162
Limburg (PV),Overig Europa,3980
Limburg (PV),Overig Oceanië,238
