Regio,Migratieachtergrond,value
Friesland (PV),Marokko,2161
Friesland (PV),Oostenrijk,319
Friesland (PV),Pakistan,184
Friesland (PV),Polen,1398
Friesland (PV),Portugal,151
Friesland (PV),Somalië,900
Friesland (PV),Spanje,297
Friesland (PV),Suriname,3026
Friesland (PV),Turkije,1672
Friesland (PV),Verenigd Koninkrijk,1454
Friesland (PV),Verenigde Staten van Amerika,652
Friesland (PV),Vietnam,753
Friesland (PV),Zuid-Afrika,440
Friesland (PV),Overig Afrika,2500
Friesland (PV),Overig Amerika,744
Friesland (PV),Overig Azië,2071
Friesland (PV),Overig Europa,1955
Friesland (PV),Overig Oceanië,135
Drenthe (PV),Afghanistan,528
Drenthe (PV),Australië,313
Drenthe (PV),België,694
Drenthe (PV),Brazilië,317
Drenthe (PV),Canada en overig Noord-Amerika,253
Drenthe (PV),China,989
Drenthe (PV),Colombia,128
Drenthe (PV),Dominicaanse Republiek,118
Drenthe (PV),Duitsland,9280
Drenthe (PV),Egypte,331
Drenthe (PV),Ethiopië,171
Drenthe (PV),Filippijnen,220
Drenthe (PV),Frankrijk,341
Drenthe (PV),Ghana,49
Drenthe (PV),Griekenland,127
Drenthe (PV),Hongarije,211
Drenthe (PV),Hongkong,126
Drenthe (PV),India,158
Drenthe (PV),Indonesië,7899
Drenthe (PV),Irak,1411
Drenthe (PV),Iran,514
Drenthe (PV),Italië,556
Drenthe (PV),Japan,21
Drenthe (PV),Kaapverdië,11
Drenthe (PV),Marokko,1511
Drenthe (PV),Oostenrijk,208
Drenthe (PV),Pakistan,154
Drenthe (PV),Polen,1193
Drenthe (PV),Portugal,109
Drenthe (PV),Somalië,648
Drenthe (PV),Spanje,255
Drenthe (PV),Suriname,1867
Drenthe (PV),Turkije,1890
Drenthe (PV),Verenigd Koninkrijk,1067
Drenthe (PV),Verenigde Staten van Amerika,384
Drenthe (PV),Vietnam,296
Drenthe (PV),Zuid-Afrika,357
Drenthe (PV),Overig Afrika,1571
Drenthe (PV),Overig Amerika,405
Drenthe (PV),Overig Azië,1350
Drenthe (PV),Overig Europa,1201
Drenthe (PV),Overig Oceanië,91
Overijssel (PV),Afghanistan,1771
Overijssel (PV),Australië,663
Overijssel (PV),België,1720
Overijssel (PV),Brazilië,1039
Overijssel (PV),Canada en overig Noord-Amerika,641
Overijssel (PV),China,3155
Overijssel (PV),Colombia,477
Overijssel (PV),Dominicaanse Republiek,340
Overijssel (PV),Duitsland,31668
Overijssel (PV),Egypte,375
Overijssel (PV),Ethiopië,448
Overijssel (PV),Filippijnen,585
Overijssel (PV),Frankrijk,1120
Overijssel (PV),Ghana,187
Overijssel (PV),Griekenland,322
Overijssel (PV),Hongarije,976
Overijssel (PV),Hongkong,444
Overijssel (PV),India,520
Overijssel (PV),Indonesië,19953
Overijssel (PV),Irak,5474
Overijssel (PV),Iran,1576
Overijssel (PV),Italië,2689
Overijssel (PV),Japan,81
Overijssel (PV),Kaapverdië,30
Overijssel (PV),Marokko,4283
Overijssel (PV),Oostenrijk,717
Overijssel (PV),Pakistan,342
Overijssel (PV),Polen,3356
Overijssel (PV),Portugal,333
Overijssel (PV),Somalië,1299
Overijssel (PV),Spanje,1568
Overijssel (PV),Suriname,5313
Overijssel (PV),Turkije,35221
Overijssel (PV),Verenigd Koninkrijk,2368
Overijssel (PV),Verenigde Staten van Amerika,903
Overijssel (PV),Vietnam,943
Overijssel (PV),Zuid-Afrika,918
Overijssel (PV),Overig Afrika,4489
Overijssel (PV),Overig Amerika,1453
Overijssel (PV),Overig Azië,7503
Overijssel (PV),Overig Europa,3256
Overijssel (PV),Overig Oceanië,239
Flevoland (PV),Afghanistan,1432
Flevoland (PV),Australië,372
Flevoland (PV),België,1285
Flevoland (PV),Brazilië,654
Flevoland (PV),Canada en overig Noord-Amerika,450
Flevoland (PV),China,1226
Flevoland (PV),Colombia,480
Flevoland (PV),Dominicaanse Republiek,433
Flevoland (PV),Duitsland,6414
Flevoland (PV),Egypte,855
Flevoland (PV),Ethiopië,261
Flevoland (PV),Filippijnen,976
Flevoland (PV),Frankrijk,804
Flevoland (PV),Ghana,1358
Flevoland (PV),Griekenland,285
Flevoland (PV),Hongarije,427
Flevoland (PV),Hongkong,490
Flevoland (PV),India,722
Flevoland (PV),Indonesië,9501
Flevoland (PV),Irak,2676
Flevoland (PV),Iran,1791
Flevoland (PV),Italië,901
Flevoland (PV),Japan,142
Flevoland (PV),Kaapverdië,117
Flevoland (PV),Marokko,10255
Flevoland (PV),Oostenrijk,337
Flevoland (PV),Pakistan,682
Flevoland (PV),Polen,2113
Flevoland (PV),Portugal,641
Flevoland (PV),Somalië,901
Flevoland (PV),Spanje,798
Flevoland (PV),Suriname,26247
Flevoland (PV),Turkije,6043
Flevoland (PV),Verenigd Koninkrijk,1735
Flevoland (PV),Verenigde Staten van Amerika,751
Flevoland (PV),Vietnam,1078
Flevoland (PV),Zuid-Afrika,663
Flevoland (PV),Overig Afrika,3815
Flevoland (PV),Overig Amerika,1762
Flevoland (PV),Overig Azië,2644
Flevoland (PV),Overig Europa,2093
Flevoland (PV),Overig Oceanië,130
Gelderland (PV),Afghanistan,5035
Gelderland (PV),Australië,1445
Gelderland (PV),België,5729
Gelderland (PV),Brazilië,1391
Gelderland (PV),Canada en overig Noord-Amerika,1459
Gelderland (PV),China,5064
Gelderland (PV),Colombia,901
Gelderland (PV),Dominicaanse Republiek,761
Gelderland (PV),Duitsland,50689
Gelderland (PV),Egypte,966
Gelderland (PV),Ethiopië,821
Gelderland (PV),Filippijnen,1312
Gelderland (PV),Frankrijk,2824
Gelderland (PV),Ghana,580
Gelderland (PV),Griekenland,1172
Gelderland (PV),Hongarije,1626
Gelderland (PV),Hongkong,1329
Gelderland (PV),India,855
Gelderland (PV),Indonesië,44274
Gelderland (PV),Irak,5597
Gelderland (PV),Iran,2972
Gelderland (PV),Italië,3403
Gelderland (PV),Japan,248
Gelderland (PV),Kaapverdië,75
Gelderland (PV),Marokko,20328
Gelderland (PV),Oostenrijk,1583
Gelderland (PV),Pakistan,500
Gelderland (PV),Polen,6627
Gelderland (PV),Portugal,768
Gelderland (PV),Somalië,3186
Gelderland (PV),Spanje,2426
Gelderland (PV),Suriname,11307
Gelderland (PV),Turkije,39302
Gelderland (PV),Verenigd Koninkrijk,5469
Gelderland (PV),Verenigde Staten van Amerika,2169
Gelderland (PV),Vietnam,2246
Gelderland (PV),Zuid-Afrika,1599
Gelderland (PV),Overig Afrika,7914
Gelderland (PV),Overig Amerika,3033
Gelderland (PV),Overig Azië,6433
Gelderland (PV),Overig Europa,6537
Gelderland (PV),Overig Oceanië,513
Utrecht (PV),Afghanistan,3158
Utrecht (PV),Australië,1266
Utrecht (PV),België,4915
Utrecht (PV),Brazilië,1109
Utrecht (PV),Canada en overig Noord-Amerika,1167
Utrecht (PV),China,3731
Utrecht (PV),Colombia,839
Utrecht (PV),Dominicaanse Republiek,469
Utrecht (PV),Duitsland,20023
Utrecht (PV),Egypte,1130
Utrecht (PV),Ethiopië,1011
Utrecht (PV),Filippijnen,933
Utrecht (PV),Frankrijk,2818
Utrecht (PV),Ghana,588
Utrecht (PV),Griekenland,2277
Utrecht (PV),Hongarije,1203
Utrecht (PV),Hongkong,1542
Utrecht (PV),India,1320
Utrecht (PV),Indonesië,33098
Utrecht (PV),Irak,3968
Utrecht (PV),Iran,2998
Utrecht (PV),Italië,2839
Utrecht (PV),Japan,374
Utrecht (PV),Kaapverdië,104
Utrecht (PV),Marokko,49118
Utrecht (PV),Oostenrijk,1164
Utrecht (PV),Pakistan,483
Utrecht (PV),Polen,4313
Utrecht (PV),Portugal,577
Utrecht (PV),Somalië,2142
Utrecht (PV),Spanje,2745
Utrecht (PV),Suriname,18576
Utrecht (PV),Turkije,26568
Utrecht (PV),Verenigd Koninkrijk,5337
Utrecht (PV),Verenigde Staten van Amerika,3044
Utrecht (PV),Vietnam,1477
Utrecht (PV),Zuid-Afrika,1676
Utrecht (PV),Overig Afrika,7063
Utrecht (PV),Overig Amerika,3192
Utrecht (PV),Overig Azië,5353
Utrecht (PV),Overig Europa,7004
Utrecht (PV),Overig Oceanië,485
Noord-Holland (PV),Afghanistan,7880
Noord-Holland (PV),Australië,3964
Noord-Holland (PV),België,11993
Noord-Holland (PV),Brazilië,5239
Noord-Holland (PV),Canada en overig Noord-Amerika,3347
Noord-Holland (PV),China,9477
Noord-Holland (PV),Colombia,3427
Noord-Holland (PV),Dominicaanse Republiek,3431
Noord-Holland (PV),Duitsland,53709
Noord-Holland (PV),Egypte,8679
Noord-Holland (PV),Ethiopië,3306
Noord-Holland (PV),Filippijnen,4887
Noord-Holland (PV),Frankrijk,10287
Noord-Holland (PV),Ghana,12764
Noord-Holland (PV),Griekenland,2678
Noord-Holland (PV),Hongarije,3916
Noord-Holland (PV),Hongkong,5050
Noord-Holland (PV),India,7858
Noord-Holland (PV),Indonesië,76500
Noord-Holland (PV),Irak,8129
Noord-Holland (PV),Iran,6441
Noord-Holland (PV),Italië,11134
Noord-Holland (PV),Japan,3754
Noord-Holland (PV),Kaapverdië,1252
Noord-Holland (PV),Marokko,97418
Noord-Holland (PV),Oostenrijk,3543
Noord-Holland (PV),Pakistan,6928
Noord-Holland (PV),Polen,14485
Noord-Holland (PV),Portugal,6284
Noord-Holland (PV),Somalië,4597
Noord-Holland (PV),Spanje,9783
Noord-Holland (PV),Suriname,100369
Noord-Holland (PV),Turkije,78522
Noord-Holland (PV),Verenigd Koninkrijk,23468
Noord-Holland (PV),Verenigde Staten van Amerika,11688
Noord-Holland (PV),Vietnam,3653
Noord-Holland (PV),Zuid-Afrika,4406
Noord-Holland (PV),Overig Afrika,19375
Noord-Holland (PV),Overig Amerika,13211
Noord-Holland (PV),Overig Azië,20038
Noord-Holland (PV),Overig Europa,24415
Noord-Holland (PV),Overig Oceanië,1450
Zuid-Holland (PV),Afghanistan,11008
Zuid-Holland (PV),Australië,3452
Zuid-Holland (PV),België,16619
Zuid-Holland (PV),Brazilië,4701
Zuid-Holland (PV),Canada en overig Noord-Amerika,3291
Zuid-Holland (PV),China,17970
Zuid-Holland (PV),Colombia,4730
Zuid-Holland (PV),Dominicaanse Republiek,4812
Zuid-Holland (PV),Duitsland,56612
Zuid-Holland (PV),Egypte,5479
Zuid-Holland (PV),Ethiopië,3945
Zuid-Holland (PV),Filippijnen,4465
Zuid-Holland (PV),Frankrijk,11227
Zuid-Holland (PV),Ghana,4195
Zuid-Holland (PV),Griekenland,5029
Zuid-Holland (PV),Hongarije,4299
Zuid-Holland (PV),Hongkong,6332
Zuid-Holland (PV),India,6796
Zuid-Holland (PV),Indonesië,93045
Zuid-Holland (PV),Irak,14365
Zuid-Holland (PV),Iran,10023
Zuid-Holland (PV),Italië,9908
Zuid-Holland (PV),Japan,1652
Zuid-Holland (PV),Kaapverdië,19082
Zuid-Holland (PV),Marokko,110230
Zuid-Holland (PV),Oostenrijk,4038
Zuid-Holland (PV),Pakistan,8752
Zuid-Holland (PV),Polen,25127
Zuid-Holland (PV),Portugal,8722
Zuid-Holland (PV),Somalië,8253
Zuid-Holland (PV),Spanje,10086
Zuid-Holland (PV),Suriname,147218
Zuid-Holland (PV),Turkije,128875
Zuid-Holland (PV),Verenigd Koninkrijk,22355
Zuid-Holland (PV),Verenigde Staten van Amerika,8359
Zuid-Holland (PV),Vietnam,3469
Zuid-Holland (PV),Zuid-Afrika,4437
Zuid-Holland (PV),Overig Afrika,28771
Zuid-Holland (PV),Overig Amerika,12946
Zuid-Holland (PV),Overig Azië,19539
Zuid-Holland (PV),Overig Europa,26730
Zuid-Holland (PV),Overig Oceanië,1226
Zeeland (PV),Afghanistan,322
Zeeland (PV),Australië,212
Zeeland (PV),België,16993
Zeeland (PV),Brazilië,249
Zeeland (PV),Canada en overig Noord-Amerika,301
Zeeland (PV),China,831
Zeeland (PV),Colombia,159
Zeeland (PV),Dominicaanse Republiek,112
Zeeland (PV),Duitsland,5765
Zeeland (PV),Egypte,246
Zeeland (PV),Ethiopië,106
Zeeland (PV),Filippijnen,306
Zeeland (PV),Frankrijk,1023
Zeeland (PV),Ghana,58
Zeeland (PV),Griekenland,234
Zeeland (PV),Hongarije,280
Zeeland (PV),Hongkong,171
Zeeland (PV),India,166
Zeeland (PV),Indonesië,6325
Zeeland (PV),Irak,657
Zeeland (PV),Iran,282
Zeeland (PV),Italië,444
Zeeland (PV),Japan,16
Zeeland (PV),Kaapverdië,35
Zeeland (PV),Marokko,2271
Zeeland (PV),Oostenrijk,355
Zeeland (PV),Pakistan,95
Zeeland (PV),Polen,1929
Zeeland (PV),Portugal,544
Zeeland (PV),Somalië,601
Zeeland (PV),Spanje,300
Zeeland (PV),Suriname,2524
Zeeland (PV),Turkije,3258
Zeeland (PV),Verenigd Koninkrijk,1806
Zeeland (PV),Verenigde Staten van Amerika,389
Zeeland (PV),Vietnam,505
Zeeland (PV),Zuid-Afrika,349
Zeeland (PV),Overig Afrika,1661
Zeeland (PV),Overig Amerika,609
Zeeland (PV),Overig Azië,1271
Zeeland (PV),Overig Europa,1347
Zeeland (PV),Overig Oceanië,65
Noord-Brabant (PV),Afghanistan,5163
Noord-Brabant (PV),Australië,1859
Noord-Brabant (PV),België,32826
Noord-Brabant (PV),Brazilië,1947
Noord-Brabant (PV),Canada en overig Noord-Amerika,1685
Noord-Brabant (PV),China,7328
Noord-Brabant (PV),Colombia,979
Noord-Brabant (PV),Dominicaanse Republiek,823
Noord-Brabant (PV),Duitsland,40013
Noord-Brabant (PV),Egypte,1593
Noord-Brabant (PV),Ethiopië,856
Noord-Brabant (PV),Filippijnen,1620
Noord-Brabant (PV),Frankrijk,4492
Noord-Brabant (PV),Ghana,1069
Noord-Brabant (PV),Griekenland,1634
Noord-Brabant (PV),Hongarije,2018
Noord-Brabant (PV),Hongkong,1751
Noord-Brabant (PV),India,2036
Noord-Brabant (PV),Indonesië,50460
Noord-Brabant (PV),Irak,4818
Noord-Brabant (PV),Iran,2927
Noord-Brabant (PV),Italië,3263
Noord-Brabant (PV),Japan,497
Noord-Brabant (PV),Kaapverdië,131
Noord-Brabant (PV),Marokko,39941
Noord-Brabant (PV),Oostenrijk,1748
Noord-Brabant (PV),Pakistan,749
Noord-Brabant (PV),Polen,16832
Noord-Brabant (PV),Portugal,2327
Noord-Brabant (PV),Somalië,5903
Noord-Brabant (PV),Spanje,4041
Noord-Brabant (PV),Suriname,19018
Noord-Brabant (PV),Turkije,50590
Noord-Brabant (PV),Verenigd Koninkrijk,8578
Noord-Brabant (PV),Verenigde Staten van Amerika,2937
Noord-Brabant (PV),Vietnam,3544
Noord-Brabant (PV),Zuid-Afrika,1681
Noord-Brabant (PV),Overig Afrika,12165
Noord-Brabant (PV),Overig Amerika,4159
Noord-Brabant (PV),Overig Azië,9354
Noord-Brabant (PV),Overig Europa,9113
Noord-Brabant (PV),Overig Oceanië,708
Limburg (PV),Afghanistan,2228
Limburg (PV),Australië,778
Limburg (PV),België,18737
Limburg (PV),Brazilië,674
Limburg (PV),Canada en overig Noord-Amerika,522
Limburg (PV),China,2810
Limburg (PV),Colombia,378
Limburg (PV),Dominicaanse Republiek,246
Limburg (PV),Duitsland,79906
Limburg (PV),Egypte,770
Limburg (PV),Ethiopië,329
Limburg (PV),Filippijnen,668
Limburg (PV),Frankrijk,1801
Limburg (PV),Ghana,292
Limburg (PV),Griekenland,812
Limburg (PV),Hongarije,1258
Limburg (PV),Hongkong,648
Limburg (PV),India,474
Limburg (PV),Indonesië,21040
Limburg (PV),Irak,2445
Limburg (PV),Iran,1528
Limburg (PV),Italië,3544
Limburg (PV),Japan,279
Limburg (PV),Kaapverdië,33
Limburg (PV),Marokko,16749
Limburg (PV),Oostenrijk,1305
Limburg (PV),Pakistan,274
Limburg (PV),Polen,8104
Limburg (PV),Portugal,608
Limburg (PV),Somalië,1775
Limburg (PV),Spanje,1669
Limburg (PV),Suriname,3069
Limburg (PV),Turkije,12148
Limburg (PV),Verenigd Koninkrijk,3943
Limburg (PV),Verenigde Staten van Amerika,1636
Limburg (PV),Vietnam,1186
Limburg (PV),Zuid-Afrika,546
Limburg (PV),Overig Afrika,5045
Limburg (PV),Overig Amerika,1384
Limburg (PV),Overig Azië,4421
Limburg (PV),Overig Europa,4323
Limburg (PV),Overig Oceanië,241
