Regio,Migratieachtergrond,value
Friesland (PV),Brazilië,215
Friesland (PV),Canada en overig Noord-Amerika,728
Friesland (PV),China,1400
Friesland (PV),Colombia,139
Friesland (PV),Dominicaanse Republiek,126
Friesland (PV),Duitsland,10011
Friesland (PV),Egypte,326
Friesland (PV),Ethiopië,127
Friesland (PV),Filippijnen,335
Friesland (PV),Frankrijk,544
Friesland (PV),Ghana,86
Friesland (PV),Griekenland,196
Friesland (PV),Hongarije,217
Friesland (PV),Hongkong,162
Friesland (PV),India,279
Friesland (PV),Indonesië,7750
Friesland (PV),Irak,1808
Friesland (PV),Iran,627
Friesland (PV),Italië,567
Friesland (PV),Japan,31
Friesland (PV),Kaapverdië,86
Friesland (PV),Marokko,2130
Friesland (PV),Oostenrijk,319
Friesland (PV),Pakistan,164
Friesland (PV),Polen,902
Friesland (PV),Portugal,122
Friesland (PV),Somalië,683
Friesland (PV),Spanje,264
Friesland (PV),Suriname,2841
Friesland (PV),Turkije,1605
Friesland (PV),Verenigd Koninkrijk,1358
Friesland (PV),Verenigde Staten van Amerika,626
Friesland (PV),Vietnam,796
Friesland (PV),Zuid-Afrika,378
Friesland (PV),Overig Afrika,2666
Friesland (PV),Overig Amerika,651
Friesland (PV),Overig Azië,1880
Friesland (PV),Overig Europa,1454
Friesland (PV),Overig Oceanië,123
Drenthe (PV),Afghanistan,551
Drenthe (PV),Australië,300
Drenthe (PV),België,659
Drenthe (PV),Brazilië,247
Drenthe (PV),Canada en overig Noord-Amerika,275
Drenthe (PV),China,905
Drenthe (PV),Colombia,84
Drenthe (PV),Dominicaanse Republiek,91
Drenthe (PV),Duitsland,9134
Drenthe (PV),Egypte,351
Drenthe (PV),Ethiopië,137
Drenthe (PV),Filippijnen,186
Drenthe (PV),Frankrijk,320
Drenthe (PV),Ghana,35
Drenthe (PV),Griekenland,127
Drenthe (PV),Hongarije,153
Drenthe (PV),Hongkong,136
Drenthe (PV),India,104
Drenthe (PV),Indonesië,7975
Drenthe (PV),Irak,1099
Drenthe (PV),Iran,531
Drenthe (PV),Italië,520
Drenthe (PV),Japan,22
Drenthe (PV),Kaapverdië,9
Drenthe (PV),Marokko,1325
Drenthe (PV),Oostenrijk,208
Drenthe (PV),Pakistan,153
Drenthe (PV),Polen,861
Drenthe (PV),Portugal,83
Drenthe (PV),Somalië,360
Drenthe (PV),Spanje,188
Drenthe (PV),Suriname,1762
Drenthe (PV),Turkije,1671
Drenthe (PV),Verenigd Koninkrijk,1137
Drenthe (PV),Verenigde Staten van Amerika,365
Drenthe (PV),Vietnam,301
Drenthe (PV),Zuid-Afrika,312
Drenthe (PV),Overig Afrika,1458
Drenthe (PV),Overig Amerika,342
Drenthe (PV),Overig Azië,1168
Drenthe (PV),Overig Europa,1003
Drenthe (PV),Overig Oceanië,80
Overijssel (PV),Afghanistan,1751
Overijssel (PV),Australië,648
Overijssel (PV),België,1582
Overijssel (PV),Brazilië,836
Overijssel (PV),Canada en overig Noord-Amerika,594
Overijssel (PV),China,3040
Overijssel (PV),Colombia,358
Overijssel (PV),Dominicaanse Republiek,267
Overijssel (PV),Duitsland,31937
Overijssel (PV),Egypte,336
Overijssel (PV),Ethiopië,403
Overijssel (PV),Filippijnen,466
Overijssel (PV),Frankrijk,985
Overijssel (PV),Ghana,160
Overijssel (PV),Griekenland,275
Overijssel (PV),Hongarije,862
Overijssel (PV),Hongkong,475
Overijssel (PV),India,359
Overijssel (PV),Indonesië,20536
Overijssel (PV),Irak,4333
Overijssel (PV),Iran,1439
Overijssel (PV),Italië,2650
Overijssel (PV),Japan,75
Overijssel (PV),Kaapverdië,24
Overijssel (PV),Marokko,4154
Overijssel (PV),Oostenrijk,691
Overijssel (PV),Pakistan,342
Overijssel (PV),Polen,2068
Overijssel (PV),Portugal,262
Overijssel (PV),Somalië,709
Overijssel (PV),Spanje,1525
Overijssel (PV),Suriname,5129
Overijssel (PV),Turkije,34399
Overijssel (PV),Verenigd Koninkrijk,2186
Overijssel (PV),Verenigde Staten van Amerika,840
Overijssel (PV),Vietnam,1018
Overijssel (PV),Zuid-Afrika,804
Overijssel (PV),Overig Afrika,4464
Overijssel (PV),Overig Amerika,1218
Overijssel (PV),Overig Azië,6425
Overijssel (PV),Overig Europa,2612
Overijssel (PV),Overig Oceanië,246
Flevoland (PV),Afghanistan,1074
Flevoland (PV),Australië,383
Flevoland (PV),België,1229
Flevoland (PV),Brazilië,473
Flevoland (PV),Canada en overig Noord-Amerika,418
Flevoland (PV),China,861
Flevoland (PV),Colombia,373
Flevoland (PV),Dominicaanse Republiek,339
Flevoland (PV),Duitsland,6272
Flevoland (PV),Egypte,762
Flevoland (PV),Ethiopië,209
Flevoland (PV),Filippijnen,780
Flevoland (PV),Frankrijk,784
Flevoland (PV),Ghana,1114
Flevoland (PV),Griekenland,239
Flevoland (PV),Hongarije,429
Flevoland (PV),Hongkong,456
Flevoland (PV),India,551
Flevoland (PV),Indonesië,9486
Flevoland (PV),Irak,2030
Flevoland (PV),Iran,1549
Flevoland (PV),Italië,778
Flevoland (PV),Japan,124
Flevoland (PV),Kaapverdië,77
Flevoland (PV),Marokko,8795
Flevoland (PV),Oostenrijk,336
Flevoland (PV),Pakistan,609
Flevoland (PV),Polen,1192
Flevoland (PV),Portugal,547
Flevoland (PV),Somalië,289
Flevoland (PV),Spanje,714
Flevoland (PV),Suriname,23278
Flevoland (PV),Turkije,5377
Flevoland (PV),Verenigd Koninkrijk,1697
Flevoland (PV),Verenigde Staten van Amerika,745
Flevoland (PV),Vietnam,861
Flevoland (PV),Zuid-Afrika,592
Flevoland (PV),Overig Afrika,3315
Flevoland (PV),Overig Amerika,1507
Flevoland (PV),Overig Azië,2049
Flevoland (PV),Overig Europa,1642
Flevoland (PV),Overig Oceanië,135
Gelderland (PV),Afghanistan,4919
Gelderland (PV),Australië,1401
Gelderland (PV),België,5414
Gelderland (PV),Brazilië,1052
Gelderland (PV),Canada en overig Noord-Amerika,1345
Gelderland (PV),China,4615
Gelderland (PV),Colombia,714
Gelderland (PV),Dominicaanse Republiek,680
Gelderland (PV),Duitsland,51681
Gelderland (PV),Egypte,951
Gelderland (PV),Ethiopië,791
Gelderland (PV),Filippijnen,1087
Gelderland (PV),Frankrijk,2498
Gelderland (PV),Ghana,532
Gelderland (PV),Griekenland,1039
Gelderland (PV),Hongarije,1270
Gelderland (PV),Hongkong,1386
Gelderland (PV),India,651
Gelderland (PV),Indonesië,46104
Gelderland (PV),Irak,4878
Gelderland (PV),Iran,2757
Gelderland (PV),Italië,3191
Gelderland (PV),Japan,243
Gelderland (PV),Kaapverdië,57
Gelderland (PV),Marokko,18941
Gelderland (PV),Oostenrijk,1555
Gelderland (PV),Pakistan,446
Gelderland (PV),Polen,3882
Gelderland (PV),Portugal,558
Gelderland (PV),Somalië,2126
Gelderland (PV),Spanje,2263
Gelderland (PV),Suriname,11024
Gelderland (PV),Turkije,37636
Gelderland (PV),Verenigd Koninkrijk,5178
Gelderland (PV),Verenigde Staten van Amerika,2085
Gelderland (PV),Vietnam,2115
Gelderland (PV),Zuid-Afrika,1464
Gelderland (PV),Overig Afrika,8037
Gelderland (PV),Overig Amerika,2594
Gelderland (PV),Overig Azië,5521
Gelderland (PV),Overig Europa,5295
Gelderland (PV),Overig Oceanië,463
Utrecht (PV),Afghanistan,2958
Utrecht (PV),Australië,1098
Utrecht (PV),België,4525
Utrecht (PV),Brazilië,793
Utrecht (PV),Canada en overig Noord-Amerika,1003
Utrecht (PV),China,2841
Utrecht (PV),Colombia,646
Utrecht (PV),Dominicaanse Republiek,385
Utrecht (PV),Duitsland,19771
Utrecht (PV),Egypte,998
Utrecht (PV),Ethiopië,821
Utrecht (PV),Filippijnen,712
Utrecht (PV),Frankrijk,2534
Utrecht (PV),Ghana,479
Utrecht (PV),Griekenland,2166
Utrecht (PV),Hongarije,970
Utrecht (PV),Hongkong,1480
Utrecht (PV),India,743
Utrecht (PV),Indonesië,34084
Utrecht (PV),Irak,3348
Utrecht (PV),Iran,2550
Utrecht (PV),Italië,2494
Utrecht (PV),Japan,334
Utrecht (PV),Kaapverdië,83
Utrecht (PV),Marokko,43830
Utrecht (PV),Oostenrijk,1067
Utrecht (PV),Pakistan,429
Utrecht (PV),Polen,2564
Utrecht (PV),Portugal,475
Utrecht (PV),Somalië,1699
Utrecht (PV),Spanje,2445
Utrecht (PV),Suriname,18001
Utrecht (PV),Turkije,24746
Utrecht (PV),Verenigd Koninkrijk,4873
Utrecht (PV),Verenigde Staten van Amerika,2666
Utrecht (PV),Vietnam,1314
Utrecht (PV),Zuid-Afrika,1442
Utrecht (PV),Overig Afrika,6116
Utrecht (PV),Overig Amerika,2612
Utrecht (PV),Overig Azië,4202
Utrecht (PV),Overig Europa,5125
Utrecht (PV),Overig Oceanië,434
Noord-Holland (PV),Afghanistan,6834
Noord-Holland (PV),Australië,3746
Noord-Holland (PV),België,11204
Noord-Holland (PV),Brazilië,3740
Noord-Holland (PV),Canada en overig Noord-Amerika,2903
Noord-Holland (PV),China,7276
Noord-Holland (PV),Colombia,2685
Noord-Holland (PV),Dominicaanse Republiek,2887
Noord-Holland (PV),Duitsland,53721
Noord-Holland (PV),Egypte,7778
Noord-Holland (PV),Ethiopië,3033
Noord-Holland (PV),Filippijnen,4021
Noord-Holland (PV),Frankrijk,8685
Noord-Holland (PV),Ghana,11529
Noord-Holland (PV),Griekenland,2133
Noord-Holland (PV),Hongarije,3030
Noord-Holland (PV),Hongkong,4994
Noord-Holland (PV),India,4958
Noord-Holland (PV),Indonesië,77968
Noord-Holland (PV),Irak,6487
Noord-Holland (PV),Iran,5459
Noord-Holland (PV),Italië,9639
Noord-Holland (PV),Japan,3979
Noord-Holland (PV),Kaapverdië,1212
Noord-Holland (PV),Marokko,87797
Noord-Holland (PV),Oostenrijk,3494
Noord-Holland (PV),Pakistan,6518
Noord-Holland (PV),Polen,7788
Noord-Holland (PV),Portugal,5812
Noord-Holland (PV),Somalië,2779
Noord-Holland (PV),Spanje,8666
Noord-Holland (PV),Suriname,97845
Noord-Holland (PV),Turkije,72942
Noord-Holland (PV),Verenigd Koninkrijk,21643
Noord-Holland (PV),Verenigde Staten van Amerika,10446
Noord-Holland (PV),Vietnam,3378
Noord-Holland (PV),Zuid-Afrika,3766
Noord-Holland (PV),Overig Afrika,16591
Noord-Holland (PV),Overig Amerika,11434
Noord-Holland (PV),Overig Azië,16961
Noord-Holland (PV),Overig Europa,16881
Noord-Holland (PV),Overig Oceanië,1360
Zuid-Holland (PV),Afghanistan,9520
Zuid-Holland (PV),Australië,3363
Zuid-Holland (PV),België,16243
Zuid-Holland (PV),Brazilië,3328
Zuid-Holland (PV),Canada en overig Noord-Amerika,3049
Zuid-Holland (PV),China,13597
Zuid-Holland (PV),Colombia,3999
Zuid-Holland (PV),Dominicaanse Republiek,3990
Zuid-Holland (PV),Duitsland,56965
Zuid-Holland (PV),Egypte,4751
Zuid-Holland (PV),Ethiopië,3575
Zuid-Holland (PV),Filippijnen,3565
Zuid-Holland (PV),Frankrijk,9902
Zuid-Holland (PV),Ghana,4273
Zuid-Holland (PV),Griekenland,4048
Zuid-Holland (PV),Hongarije,3005
Zuid-Holland (PV),Hongkong,6167
Zuid-Holland (PV),India,5054
Zuid-Holland (PV),Indonesië,97491
Zuid-Holland (PV),Irak,12114
Zuid-Holland (PV),Iran,8380
Zuid-Holland (PV),Italië,8608
Zuid-Holland (PV),Japan,1765
Zuid-Holland (PV),Kaapverdië,18108
Zuid-Holland (PV),Marokko,99673
Zuid-Holland (PV),Oostenrijk,4024
Zuid-Holland (PV),Pakistan,8281
Zuid-Holland (PV),Polen,10521
Zuid-Holland (PV),Portugal,7096
Zuid-Holland (PV),Somalië,5917
Zuid-Holland (PV),Spanje,9190
Zuid-Holland (PV),Suriname,141687
Zuid-Holland (PV),Turkije,118748
Zuid-Holland (PV),Verenigd Koninkrijk,22606
Zuid-Holland (PV),Verenigde Staten van Amerika,7840
Zuid-Holland (PV),Vietnam,3178
Zuid-Holland (PV),Zuid-Afrika,4026
Zuid-Holland (PV),Overig Afrika,25608
Zuid-Holland (PV),Overig Amerika,10983
Zuid-Holland (PV),Overig Azië,16510
Zuid-Holland (PV),Overig Europa,17068
Zuid-Holland (PV),Overig Oceanië,1233
Zeeland (PV),Afghanistan,441
Zeeland (PV),Australië,211
Zeeland (PV),België,16840
Zeeland (PV),Brazilië,200
Zeeland (PV),Canada en overig Noord-Amerika,277
Zeeland (PV),China,837
Zeeland (PV),Colombia,126
Zeeland (PV),Dominicaanse Republiek,99
Zeeland (PV),Duitsland,5518
Zeeland (PV),Egypte,245
Zeeland (PV),Ethiopië,103
Zeeland (PV),Filippijnen,242
Zeeland (PV),Frankrijk,997
Zeeland (PV),Ghana,57
Zeeland (PV),Griekenland,237
Zeeland (PV),Hongarije,194
Zeeland (PV),Hongkong,186
Zeeland (PV),India,119
Zeeland (PV),Indonesië,6532
Zeeland (PV),Irak,628
Zeeland (PV),Iran,274
Zeeland (PV),Italië,439
Zeeland (PV),Japan,21
Zeeland (PV),Kaapverdië,23
Zeeland (PV),Marokko,2075
Zeeland (PV),Oostenrijk,351
Zeeland (PV),Pakistan,101
Zeeland (PV),Polen,1014
Zeeland (PV),Portugal,254
Zeeland (PV),Somalië,201
Zeeland (PV),Spanje,252
Zeeland (PV),Suriname,2486
Zeeland (PV),Turkije,3178
Zeeland (PV),Verenigd Koninkrijk,1786
Zeeland (PV),Verenigde Staten van Amerika,370
Zeeland (PV),Vietnam,506
Zeeland (PV),Zuid-Afrika,316
Zeeland (PV),Overig Afrika,1678
Zeeland (PV),Overig Amerika,513
Zeeland (PV),Overig Azië,1106
Zeeland (PV),Overig Europa,1011
Zeeland (PV),Overig Oceanië,56
Noord-Brabant (PV),Afghanistan,5219
Noord-Brabant (PV),Australië,1808
Noord-Brabant (PV),België,33324
Noord-Brabant (PV),Brazilië,1418
Noord-Brabant (PV),Canada en overig Noord-Amerika,1641
Noord-Brabant (PV),China,5431
Noord-Brabant (PV),Colombia,668
Noord-Brabant (PV),Dominicaanse Republiek,675
Noord-Brabant (PV),Duitsland,40228
Noord-Brabant (PV),Egypte,1456
Noord-Brabant (PV),Ethiopië,756
Noord-Brabant (PV),Filippijnen,1292
Noord-Brabant (PV),Frankrijk,3999
Noord-Brabant (PV),Ghana,902
Noord-Brabant (PV),Griekenland,1450
Noord-Brabant (PV),Hongarije,1392
Noord-Brabant (PV),Hongkong,1785
Noord-Brabant (PV),India,1268
Noord-Brabant (PV),Indonesië,52218
Noord-Brabant (PV),Irak,4030
Noord-Brabant (PV),Iran,2581
Noord-Brabant (PV),Italië,2847
Noord-Brabant (PV),Japan,468
Noord-Brabant (PV),Kaapverdië,125
Noord-Brabant (PV),Marokko,36581
Noord-Brabant (PV),Oostenrijk,1750
Noord-Brabant (PV),Pakistan,659
Noord-Brabant (PV),Polen,7745
Noord-Brabant (PV),Portugal,1893
Noord-Brabant (PV),Somalië,3638
Noord-Brabant (PV),Spanje,3805
Noord-Brabant (PV),Suriname,18725
Noord-Brabant (PV),Turkije,47771
Noord-Brabant (PV),Verenigd Koninkrijk,8121
Noord-Brabant (PV),Verenigde Staten van Amerika,2638
Noord-Brabant (PV),Vietnam,3361
Noord-Brabant (PV),Zuid-Afrika,1518
Noord-Brabant (PV),Overig Afrika,10874
Noord-Brabant (PV),Overig Amerika,3400
Noord-Brabant (PV),Overig Azië,7929
Noord-Brabant (PV),Overig Europa,6421
Noord-Brabant (PV),Overig Oceanië,706
Limburg (PV),Afghanistan,2252
Limburg (PV),Australië,760
Limburg (PV),België,19472
Limburg (PV),Brazilië,455
Limburg (PV),Canada en overig Noord-Amerika,454
Limburg (PV),China,2432
Limburg (PV),Colombia,323
Limburg (PV),Dominicaanse Republiek,204
Limburg (PV),Duitsland,85694
Limburg (PV),Egypte,755
Limburg (PV),Ethiopië,245
Limburg (PV),Filippijnen,556
Limburg (PV),Frankrijk,1632
Limburg (PV),Ghana,266
Limburg (PV),Griekenland,767
Limburg (PV),Hongarije,1078
Limburg (PV),Hongkong,650
Limburg (PV),India,335
Limburg (PV),Indonesië,22117
Limburg (PV),Irak,1806
Limburg (PV),Iran,1477
Limburg (PV),Italië,3414
Limburg (PV),Japan,208
Limburg (PV),Kaapverdië,28
Limburg (PV),Marokko,16463
Limburg (PV),Oostenrijk,1317
Limburg (PV),Pakistan,274
Limburg (PV),Polen,5490
Limburg (PV),Portugal,409
Limburg (PV),Somalië,959
Limburg (PV),Spanje,1538
Limburg (PV),Suriname,2989
Limburg (PV),Turkije,11781
Limburg (PV),Verenigd Koninkrijk,3764
Limburg (PV),Verenigde Staten van Amerika,1426
Limburg (PV),Vietnam,1118
Limburg (PV),Zuid-Afrika,476
Limburg (PV),Overig Afrika,4929
Limburg (PV),Overig Amerika,1192
Limburg (PV),Overig Azië,3610
Limburg (PV),Overig Europa,3276
Limburg (PV),Overig Oceanië,229
