Regio,Migratieachtergrond,value
Friesland (PV),Overig Afrika,2086
Friesland (PV),Overig Amerika,552
Friesland (PV),Overig Azië,1475
Friesland (PV),Overig Europa,1197
Friesland (PV),Overig Oceanië,100
Drenthe (PV),Afghanistan,764
Drenthe (PV),Australië,276
Drenthe (PV),België,603
Drenthe (PV),Brazilië,156
Drenthe (PV),Canada en overig Noord-Amerika,299
Drenthe (PV),China,811
Drenthe (PV),Colombia,48
Drenthe (PV),Dominicaanse Republiek,61
Drenthe (PV),Duitsland,9292
Drenthe (PV),Egypte,280
Drenthe (PV),Ethiopië,164
Drenthe (PV),Filippijnen,130
Drenthe (PV),Frankrijk,279
Drenthe (PV),Ghana,30
Drenthe (PV),Griekenland,113
Drenthe (PV),Hongarije,130
Drenthe (PV),Hongkong,156
Drenthe (PV),India,75
Drenthe (PV),Indonesië,8102
Drenthe (PV),Irak,1234
Drenthe (PV),Iran,490
Drenthe (PV),Italië,533
Drenthe (PV),Japan,16
Drenthe (PV),Kaapverdië,15
Drenthe (PV),Marokko,1129
Drenthe (PV),Oostenrijk,226
Drenthe (PV),Pakistan,131
Drenthe (PV),Polen,670
Drenthe (PV),Portugal,54
Drenthe (PV),Somalië,572
Drenthe (PV),Spanje,187
Drenthe (PV),Suriname,1646
Drenthe (PV),Turkije,1472
Drenthe (PV),Verenigd Koninkrijk,1013
Drenthe (PV),Verenigde Staten van Amerika,357
Drenthe (PV),Vietnam,286
Drenthe (PV),Zuid-Afrika,247
Drenthe (PV),Overig Afrika,1242
Drenthe (PV),Overig Amerika,262
Drenthe (PV),Overig Azië,1108
Drenthe (PV),Overig Europa,844
Drenthe (PV),Overig Oceanië,79
Overijssel (PV),Afghanistan,1439
Overijssel (PV),Australië,603
Overijssel (PV),België,1458
Overijssel (PV),Brazilië,563
Overijssel (PV),Canada en overig Noord-Amerika,518
Overijssel (PV),China,2127
Overijssel (PV),Colombia,278
Overijssel (PV),Dominicaanse Republiek,172
Overijssel (PV),Duitsland,33263
Overijssel (PV),Egypte,306
Overijssel (PV),Ethiopië,356
Overijssel (PV),Filippijnen,409
Overijssel (PV),Frankrijk,850
Overijssel (PV),Ghana,144
Overijssel (PV),Griekenland,240
Overijssel (PV),Hongarije,864
Overijssel (PV),Hongkong,510
Overijssel (PV),India,276
Overijssel (PV),Indonesië,21234
Overijssel (PV),Irak,3744
Overijssel (PV),Iran,1364
Overijssel (PV),Italië,2700
Overijssel (PV),Japan,43
Overijssel (PV),Kaapverdië,19
Overijssel (PV),Marokko,3680
Overijssel (PV),Oostenrijk,675
Overijssel (PV),Pakistan,262
Overijssel (PV),Polen,1529
Overijssel (PV),Portugal,209
Overijssel (PV),Somalië,868
Overijssel (PV),Spanje,1542
Overijssel (PV),Suriname,4884
Overijssel (PV),Turkije,31513
Overijssel (PV),Verenigd Koninkrijk,2053
Overijssel (PV),Verenigde Staten van Amerika,827
Overijssel (PV),Vietnam,794
Overijssel (PV),Zuid-Afrika,670
Overijssel (PV),Overig Afrika,2811
Overijssel (PV),Overig Amerika,1008
Overijssel (PV),Overig Azië,4908
Overijssel (PV),Overig Europa,2323
Overijssel (PV),Overig Oceanië,253
Flevoland (PV),Afghanistan,518
Flevoland (PV),Australië,317
Flevoland (PV),België,1099
Flevoland (PV),Brazilië,327
Flevoland (PV),Canada en overig Noord-Amerika,370
Flevoland (PV),China,547
Flevoland (PV),Colombia,196
Flevoland (PV),Dominicaanse Republiek,201
Flevoland (PV),Duitsland,6081
Flevoland (PV),Egypte,527
Flevoland (PV),Ethiopië,125
Flevoland (PV),Filippijnen,541
Flevoland (PV),Frankrijk,612
Flevoland (PV),Ghana,591
Flevoland (PV),Griekenland,180
Flevoland (PV),Hongarije,238
Flevoland (PV),Hongkong,391
Flevoland (PV),India,321
Flevoland (PV),Indonesië,8822
Flevoland (PV),Irak,1373
Flevoland (PV),Iran,939
Flevoland (PV),Italië,745
Flevoland (PV),Japan,109
Flevoland (PV),Kaapverdië,56
Flevoland (PV),Marokko,5910
Flevoland (PV),Oostenrijk,312
Flevoland (PV),Pakistan,449
Flevoland (PV),Polen,771
Flevoland (PV),Portugal,384
Flevoland (PV),Somalië,327
Flevoland (PV),Spanje,560
Flevoland (PV),Suriname,15780
Flevoland (PV),Turkije,3230
Flevoland (PV),Verenigd Koninkrijk,1587
Flevoland (PV),Verenigde Staten van Amerika,622
Flevoland (PV),Vietnam,691
Flevoland (PV),Zuid-Afrika,511
Flevoland (PV),Overig Afrika,1625
Flevoland (PV),Overig Amerika,968
Flevoland (PV),Overig Azië,1299
Flevoland (PV),Overig Europa,1235
Flevoland (PV),Overig Oceanië,120
Gelderland (PV),Afghanistan,3417
Gelderland (PV),Australië,1272
Gelderland (PV),België,5133
Gelderland (PV),Brazilië,857
Gelderland (PV),Canada en overig Noord-Amerika,1239
Gelderland (PV),China,3236
Gelderland (PV),Colombia,516
Gelderland (PV),Dominicaanse Republiek,525
Gelderland (PV),Duitsland,53891
Gelderland (PV),Egypte,776
Gelderland (PV),Ethiopië,705
Gelderland (PV),Filippijnen,854
Gelderland (PV),Frankrijk,2258
Gelderland (PV),Ghana,430
Gelderland (PV),Griekenland,910
Gelderland (PV),Hongarije,1126
Gelderland (PV),Hongkong,1415
Gelderland (PV),India,526
Gelderland (PV),Indonesië,47582
Gelderland (PV),Irak,4176
Gelderland (PV),Iran,2466
Gelderland (PV),Italië,3041
Gelderland (PV),Japan,181
Gelderland (PV),Kaapverdië,50
Gelderland (PV),Marokko,16381
Gelderland (PV),Oostenrijk,1521
Gelderland (PV),Pakistan,401
Gelderland (PV),Polen,2765
Gelderland (PV),Portugal,419
Gelderland (PV),Somalië,3069
Gelderland (PV),Spanje,2064
Gelderland (PV),Suriname,10600
Gelderland (PV),Turkije,33682
Gelderland (PV),Verenigd Koninkrijk,4805
Gelderland (PV),Verenigde Staten van Amerika,1870
Gelderland (PV),Vietnam,1831
Gelderland (PV),Zuid-Afrika,1244
Gelderland (PV),Overig Afrika,5261
Gelderland (PV),Overig Amerika,2062
Gelderland (PV),Overig Azië,4262
Gelderland (PV),Overig Europa,4536
Gelderland (PV),Overig Oceanië,447
Utrecht (PV),Afghanistan,1693
Utrecht (PV),Australië,949
Utrecht (PV),België,4205
Utrecht (PV),Brazilië,533
Utrecht (PV),Canada en overig Noord-Amerika,835
Utrecht (PV),China,2049
Utrecht (PV),Colombia,397
Utrecht (PV),Dominicaanse Republiek,272
Utrecht (PV),Duitsland,19473
Utrecht (PV),Egypte,787
Utrecht (PV),Ethiopië,705
Utrecht (PV),Filippijnen,516
Utrecht (PV),Frankrijk,2308
Utrecht (PV),Ghana,386
Utrecht (PV),Griekenland,2105
Utrecht (PV),Hongarije,957
Utrecht (PV),Hongkong,1377
Utrecht (PV),India,639
Utrecht (PV),Indonesië,34526
Utrecht (PV),Irak,2702
Utrecht (PV),Iran,2151
Utrecht (PV),Italië,2238
Utrecht (PV),Japan,291
Utrecht (PV),Kaapverdië,57
Utrecht (PV),Marokko,36277
Utrecht (PV),Oostenrijk,1097
Utrecht (PV),Pakistan,374
Utrecht (PV),Polen,1931
Utrecht (PV),Portugal,354
Utrecht (PV),Somalië,2322
Utrecht (PV),Spanje,2171
Utrecht (PV),Suriname,16622
Utrecht (PV),Turkije,21426
Utrecht (PV),Verenigd Koninkrijk,4612
Utrecht (PV),Verenigde Staten van Amerika,2498
Utrecht (PV),Vietnam,1116
Utrecht (PV),Zuid-Afrika,1316
Utrecht (PV),Overig Afrika,4038
Utrecht (PV),Overig Amerika,1927
Utrecht (PV),Overig Azië,3097
Utrecht (PV),Overig Europa,4213
Utrecht (PV),Overig Oceanië,366
Noord-Holland (PV),Afghanistan,4561
Noord-Holland (PV),Australië,3230
Noord-Holland (PV),België,10766
Noord-Holland (PV),Brazilië,2712
Noord-Holland (PV),Canada en overig Noord-Amerika,2608
Noord-Holland (PV),China,5448
Noord-Holland (PV),Colombia,1970
Noord-Holland (PV),Dominicaanse Republiek,2473
Noord-Holland (PV),Duitsland,54666
Noord-Holland (PV),Egypte,6208
Noord-Holland (PV),Ethiopië,2711
Noord-Holland (PV),Filippijnen,3225
Noord-Holland (PV),Frankrijk,7758
Noord-Holland (PV),Ghana,9883
Noord-Holland (PV),Griekenland,1794
Noord-Holland (PV),Hongarije,2800
Noord-Holland (PV),Hongkong,4865
Noord-Holland (PV),India,4132
Noord-Holland (PV),Indonesië,79060
Noord-Holland (PV),Irak,5515
Noord-Holland (PV),Iran,4635
Noord-Holland (PV),Italië,8977
Noord-Holland (PV),Japan,3861
Noord-Holland (PV),Kaapverdië,1133
Noord-Holland (PV),Marokko,74505
Noord-Holland (PV),Oostenrijk,3473
Noord-Holland (PV),Pakistan,6197
Noord-Holland (PV),Polen,4938
Noord-Holland (PV),Portugal,5558
Noord-Holland (PV),Somalië,3626
Noord-Holland (PV),Spanje,8355
Noord-Holland (PV),Suriname,95496
Noord-Holland (PV),Turkije,64768
Noord-Holland (PV),Verenigd Koninkrijk,19965
Noord-Holland (PV),Verenigde Staten van Amerika,9311
Noord-Holland (PV),Vietnam,2885
Noord-Holland (PV),Zuid-Afrika,3350
Noord-Holland (PV),Overig Afrika,12275
Noord-Holland (PV),Overig Amerika,9045
Noord-Holland (PV),Overig Azië,12836
Noord-Holland (PV),Overig Europa,14343
Noord-Holland (PV),Overig Oceanië,1148
Zuid-Holland (PV),Afghanistan,5955
Zuid-Holland (PV),Australië,2909
Zuid-Holland (PV),België,16318
Zuid-Holland (PV),Brazilië,2357
Zuid-Holland (PV),Canada en overig Noord-Amerika,2601
Zuid-Holland (PV),China,9493
Zuid-Holland (PV),Colombia,3055
Zuid-Holland (PV),Dominicaanse Republiek,3086
Zuid-Holland (PV),Duitsland,58776
Zuid-Holland (PV),Egypte,3905
Zuid-Holland (PV),Ethiopië,3228
Zuid-Holland (PV),Filippijnen,2723
Zuid-Holland (PV),Frankrijk,9329
Zuid-Holland (PV),Ghana,3794
Zuid-Holland (PV),Griekenland,3726
Zuid-Holland (PV),Hongarije,2916
Zuid-Holland (PV),Hongkong,5851
Zuid-Holland (PV),India,4322
Zuid-Holland (PV),Indonesië,102215
Zuid-Holland (PV),Irak,9898
Zuid-Holland (PV),Iran,6972
Zuid-Holland (PV),Italië,8169
Zuid-Holland (PV),Japan,1532
Zuid-Holland (PV),Kaapverdië,16717
Zuid-Holland (PV),Marokko,84075
Zuid-Holland (PV),Oostenrijk,4115
Zuid-Holland (PV),Pakistan,7661
Zuid-Holland (PV),Polen,6153
Zuid-Holland (PV),Portugal,6045
Zuid-Holland (PV),Somalië,9111
Zuid-Holland (PV),Spanje,9224
Zuid-Holland (PV),Suriname,131976
Zuid-Holland (PV),Turkije,102641
Zuid-Holland (PV),Verenigd Koninkrijk,21686
Zuid-Holland (PV),Verenigde Staten van Amerika,7259
Zuid-Holland (PV),Vietnam,2543
Zuid-Holland (PV),Zuid-Afrika,3544
Zuid-Holland (PV),Overig Afrika,17664
Zuid-Holland (PV),Overig Amerika,8615
Zuid-Holland (PV),Overig Azië,12549
Zuid-Holland (PV),Overig Europa,14936
Zuid-Holland (PV),Overig Oceanië,1081
Zeeland (PV),Afghanistan,466
Zeeland (PV),Australië,202
Zeeland (PV),België,16980
Zeeland (PV),Brazilië,154
Zeeland (PV),Canada en overig Noord-Amerika,278
Zeeland (PV),China,564
Zeeland (PV),Colombia,80
Zeeland (PV),Dominicaanse Republiek,66
Zeeland (PV),Duitsland,5361
Zeeland (PV),Egypte,201
Zeeland (PV),Ethiopië,100
Zeeland (PV),Filippijnen,201
Zeeland (PV),Frankrijk,1033
Zeeland (PV),Ghana,60
Zeeland (PV),Griekenland,183
Zeeland (PV),Hongarije,161
Zeeland (PV),Hongkong,204
Zeeland (PV),India,92
Zeeland (PV),Indonesië,6574
Zeeland (PV),Irak,807
Zeeland (PV),Iran,297
Zeeland (PV),Italië,420
Zeeland (PV),Japan,9
Zeeland (PV),Kaapverdië,19
Zeeland (PV),Marokko,1813
Zeeland (PV),Oostenrijk,342
Zeeland (PV),Pakistan,100
Zeeland (PV),Polen,747
Zeeland (PV),Portugal,145
Zeeland (PV),Somalië,284
Zeeland (PV),Spanje,251
Zeeland (PV),Suriname,2356
Zeeland (PV),Turkije,2858
Zeeland (PV),Verenigd Koninkrijk,1678
Zeeland (PV),Verenigde Staten van Amerika,371
Zeeland (PV),Vietnam,371
Zeeland (PV),Zuid-Afrika,255
Zeeland (PV),Overig Afrika,1284
Zeeland (PV),Overig Amerika,394
Zeeland (PV),Overig Azië,890
Zeeland (PV),Overig Europa,861
Zeeland (PV),Overig Oceanië,57
Noord-Brabant (PV),Afghanistan,3806
Noord-Brabant (PV),Australië,1727
Noord-Brabant (PV),België,34242
Noord-Brabant (PV),Brazilië,1127
Noord-Brabant (PV),Canada en overig Noord-Amerika,1515
Noord-Brabant (PV),China,4207
Noord-Brabant (PV),Colombia,481
Noord-Brabant (PV),Dominicaanse Republiek,575
Noord-Brabant (PV),Duitsland,40968
Noord-Brabant (PV),Egypte,1129
Noord-Brabant (PV),Ethiopië,734
Noord-Brabant (PV),Filippijnen,993
Noord-Brabant (PV),Frankrijk,3699
Noord-Brabant (PV),Ghana,732
Noord-Brabant (PV),Griekenland,1267
Noord-Brabant (PV),Hongarije,1360
Noord-Brabant (PV),Hongkong,1792
Noord-Brabant (PV),India,871
Noord-Brabant (PV),Indonesië,53800
Noord-Brabant (PV),Irak,3440
Noord-Brabant (PV),Iran,2225
Noord-Brabant (PV),Italië,2709
Noord-Brabant (PV),Japan,469
Noord-Brabant (PV),Kaapverdië,97
Noord-Brabant (PV),Marokko,31290
Noord-Brabant (PV),Oostenrijk,1787
Noord-Brabant (PV),Pakistan,580
Noord-Brabant (PV),Polen,4709
Noord-Brabant (PV),Portugal,1240
Noord-Brabant (PV),Somalië,6233
Noord-Brabant (PV),Spanje,3916
Noord-Brabant (PV),Suriname,17799
Noord-Brabant (PV),Turkije,42393
Noord-Brabant (PV),Verenigd Koninkrijk,8030
Noord-Brabant (PV),Verenigde Staten van Amerika,2388
Noord-Brabant (PV),Vietnam,2857
Noord-Brabant (PV),Zuid-Afrika,1294
Noord-Brabant (PV),Overig Afrika,7322
Noord-Brabant (PV),Overig Amerika,2679
Noord-Brabant (PV),Overig Azië,6269
Noord-Brabant (PV),Overig Europa,5301
Noord-Brabant (PV),Overig Oceanië,630
Limburg (PV),Afghanistan,1887
Limburg (PV),Australië,707
Limburg (PV),België,20590
Limburg (PV),Brazilië,368
Limburg (PV),Canada en overig Noord-Amerika,412
Limburg (PV),China,1814
Limburg (PV),Colombia,213
Limburg (PV),Dominicaanse Republiek,164
Limburg (PV),Duitsland,94176
Limburg (PV),Egypte,578
Limburg (PV),Ethiopië,266
Limburg (PV),Filippijnen,428
Limburg (PV),Frankrijk,1667
Limburg (PV),Ghana,227
Limburg (PV),Griekenland,738
Limburg (PV),Hongarije,1092
Limburg (PV),Hongkong,643
Limburg (PV),India,396
Limburg (PV),Indonesië,23172
Limburg (PV),Irak,1780
Limburg (PV),Iran,1476
Limburg (PV),Italië,3522
Limburg (PV),Japan,220
Limburg (PV),Kaapverdië,22
Limburg (PV),Marokko,14439
Limburg (PV),Oostenrijk,1351
Limburg (PV),Pakistan,257
Limburg (PV),Polen,4682
Limburg (PV),Portugal,320
Limburg (PV),Somalië,1406
Limburg (PV),Spanje,1595
Limburg (PV),Suriname,2885
Limburg (PV),Turkije,10197
Limburg (PV),Verenigd Koninkrijk,3640
Limburg (PV),Verenigde Staten van Amerika,1369
Limburg (PV),Vietnam,962
Limburg (PV),Zuid-Afrika,430
Limburg (PV),Overig Afrika,3773
Limburg (PV),Overig Amerika,848
Limburg (PV),Overig Azië,2900
Limburg (PV),Overig Europa,3001
Limburg (PV),Overig Oceanië,221
