Regio,Migratieachtergrond,value
Noord-Brabant (PV),Overig Europa,13763
Noord-Brabant (PV),Overig Oceanië,763
Limburg (PV),Afghanistan,2438
Limburg (PV),Australië,930
Limburg (PV),België,18154
Limburg (PV),Brazilië,922
Limburg (PV),Canada en overig Noord-Amerika,642
Limburg (PV),China,3663
Limburg (PV),Colombia,549
Limburg (PV),Dominicaanse Republiek,299
Limburg (PV),Duitsland,72532
Limburg (PV),Egypte,896
Limburg (PV),Ethiopië,710
Limburg (PV),Filippijnen,860
Limburg (PV),Frankrijk,2024
Limburg (PV),Ghana,312
Limburg (PV),Griekenland,1175
Limburg (PV),Hongarije,1719
Limburg (PV),Hongkong,742
Limburg (PV),India,811
Limburg (PV),Indonesië,19947
Limburg (PV),Irak,2793
Limburg (PV),Iran,1891
Limburg (PV),Italië,4131
Limburg (PV),Japan,326
Limburg (PV),Kaapverdië,46
Limburg (PV),Marokko,16991
Limburg (PV),Oostenrijk,1262
Limburg (PV),Pakistan,316
Limburg (PV),Polen,13273
Limburg (PV),Portugal,812
Limburg (PV),Somalië,1961
Limburg (PV),Spanje,2113
Limburg (PV),Suriname,3173
Limburg (PV),Turkije,12179
Limburg (PV),Verenigd Koninkrijk,4415
Limburg (PV),Verenigde Staten van Amerika,2254
Limburg (PV),Vietnam,1280
Limburg (PV),Zuid-Afrika,677
Limburg (PV),Overig Afrika,6103
Limburg (PV),Overig Amerika,1976
Limburg (PV),Overig Azië,10450
Limburg (PV),Overig Europa,6147
Limburg (PV),Overig Oceanië,249
