Regio,Migratieachtergrond,value
Nederland,Afghanistan,43732
Nederland,Australië,15609
Nederland,België,115687
Nederland,Brazilië,22041
Nederland,Canada en overig Noord-Amerika,15306
Nederland,China,66088
Nederland,Colombia,15346
Nederland,Dominicaanse Republiek,13651
Nederland,Duitsland,364125
Nederland,Egypte,22700
Nederland,Ethiopië,13709
Nederland,Filippijnen,19341
Nederland,Frankrijk,40740
Nederland,Ghana,22881
Nederland,Griekenland,19840
Nederland,Hongarije,21105
Nederland,Hongkong,18232
Nederland,India,29501
Nederland,Indonesië,369661
Nederland,Irak,55236
Nederland,Iran,37479
Nederland,Italië,46243
Nederland,Japan,7452
Nederland,Kaapverdië,21933
Nederland,Marokko,380755
Nederland,Oostenrijk,15663
Nederland,Pakistan,20952
Nederland,Polen,137794
Nederland,Portugal,24242
Nederland,Somalië,39131
Nederland,Spanje,40283
Nederland,Suriname,348662
Nederland,Turkije,396555
Nederland,Verenigd Koninkrijk,82879
Nederland,Verenigde Staten van Amerika,36944
Nederland,Vietnam,20987
Nederland,Zuid-Afrika,19152
Nederland,Overig Afrika,106320
Nederland,Overig Amerika,50239
Nederland,Overig Azië,104960
Nederland,Overig Europa,108130
Nederland,Overig Oceanië,5746
Groningen (PV),Afghanistan,802
Groningen (PV),Australië,467
Groningen (PV),België,1130
Groningen (PV),Brazilië,694
Groningen (PV),Canada en overig Noord-Amerika,544
Groningen (PV),China,2251
Groningen (PV),Colombia,347
Groningen (PV),Dominicaanse Republiek,460
Groningen (PV),Duitsland,14135
Groningen (PV),Egypte,378
Groningen (PV),Ethiopië,226
Groningen (PV),Filippijnen,407
Groningen (PV),Frankrijk,834
Groningen (PV),Ghana,164
Groningen (PV),Griekenland,457
Groningen (PV),Hongarije,433
Groningen (PV),Hongkong,217
Groningen (PV),India,573
Groningen (PV),Indonesië,10177
Groningen (PV),Irak,1327
Groningen (PV),Iran,1344
Groningen (PV),Italië,1342
Groningen (PV),Japan,131
Groningen (PV),Kaapverdië,272
Groningen (PV),Marokko,1760
Groningen (PV),Oostenrijk,349
Groningen (PV),Pakistan,272
Groningen (PV),Polen,2147
Groningen (PV),Portugal,278
Groningen (PV),Somalië,1199
Groningen (PV),Spanje,809
Groningen (PV),Suriname,6261
Groningen (PV),Turkije,4734
Groningen (PV),Verenigd Koninkrijk,2020
Groningen (PV),Verenigde Staten van Amerika,969
Groningen (PV),Vietnam,353
Groningen (PV),Zuid-Afrika,522
Groningen (PV),Overig Afrika,3851
Groningen (PV),Overig Amerika,1287
Groningen (PV),Overig Azië,3859
Groningen (PV),Overig Europa,3353
Groningen (PV),Overig Oceanië,150
Friesland (PV),Afghanistan,861
Friesland (PV),Australië,309
Friesland (PV),België,920
Friesland (PV),Brazilië,361
Friesland (PV),Canada en overig Noord-Amerika,710
Friesland (PV),China,1352
Friesland (PV),Colombia,233
Friesland (PV),Dominicaanse Republiek,187
Friesland (PV),Duitsland,9923
Friesland (PV),Egypte,361
Friesland (PV),Ethiopië,257
Friesland (PV),Filippijnen,479
Friesland (PV),Frankrijk,556
Friesland (PV),Ghana,112
Friesland (PV),Griekenland,308
Friesland (PV),Hongarije,461
Friesland (PV),Hongkong,140
Friesland (PV),India,455
Friesland (PV),Indonesië,7381
Friesland (PV),Irak,1828
Friesland (PV),Iran,623
Friesland (PV),Italië,629
Friesland (PV),Japan,63
Friesland (PV),Kaapverdië,82
Friesland (PV),Marokko,2167
Friesland (PV),Oostenrijk,317
Friesland (PV),Pakistan,190
Friesland (PV),Polen,1675
Friesland (PV),Portugal,170
Friesland (PV),Somalië,1056
Friesland (PV),Spanje,374
Friesland (PV),Suriname,3051
Friesland (PV),Turkije,1717
Friesland (PV),Verenigd Koninkrijk,1502
Friesland (PV),Verenigde Staten van Amerika,647
Friesland (PV),Vietnam,769
Friesland (PV),Zuid-Afrika,479
Friesland (PV),Overig Afrika,2903
Friesland (PV),Overig Amerika,818
Friesland (PV),Overig Azië,2806
Friesland (PV),Overig Europa,2193
Friesland (PV),Overig Oceanië,139
Drenthe (PV),Afghanistan,543
Drenthe (PV),Australië,315
Drenthe (PV),België,690
Drenthe (PV),Brazilië,363
Drenthe (PV),Canada en overig Noord-Amerika,239
Drenthe (PV),China,970
Drenthe (PV),Colombia,148
Drenthe (PV),Dominicaanse Republiek,134
Drenthe (PV),Duitsland,8758
Drenthe (PV),Egypte,365
Drenthe (PV),Ethiopië,211
Drenthe (PV),Filippijnen,267
Drenthe (PV),Frankrijk,353
Drenthe (PV),Ghana,59
Drenthe (PV),Griekenland,145
Drenthe (PV),Hongarije,266
Drenthe (PV),Hongkong,110
Drenthe (PV),India,178
Drenthe (PV),Indonesië,7667
Drenthe (PV),Irak,1427
Drenthe (PV),Iran,571
Drenthe (PV),Italië,603
Drenthe (PV),Japan,22
Drenthe (PV),Kaapverdië,12
Drenthe (PV),Marokko,1515
Drenthe (PV),Oostenrijk,229
Drenthe (PV),Pakistan,158
Drenthe (PV),Polen,1479
Drenthe (PV),Portugal,133
Drenthe (PV),Somalië,827
Drenthe (PV),Spanje,262
Drenthe (PV),Suriname,1894
Drenthe (PV),Turkije,1798
Drenthe (PV),Verenigd Koninkrijk,1063
Drenthe (PV),Verenigde Staten van Amerika,395
Drenthe (PV),Vietnam,298
Drenthe (PV),Zuid-Afrika,383
Drenthe (PV),Overig Afrika,1794
Drenthe (PV),Overig Amerika,422
Drenthe (PV),Overig Azië,1792
Drenthe (PV),Overig Europa,1299
Drenthe (PV),Overig Oceanië,90
Overijssel (PV),Afghanistan,1754
Overijssel (PV),Australië,668
Overijssel (PV),België,1761
Overijssel (PV),Brazilië,1244
Overijssel (PV),Canada en overig Noord-Amerika,645
Overijssel (PV),China,3266
Overijssel (PV),Colombia,565
Overijssel (PV),Dominicaanse Republiek,417
Overijssel (PV),Duitsland,29761
Overijssel (PV),Egypte,408
Overijssel (PV),Ethiopië,414
Overijssel (PV),Filippijnen,677
Overijssel (PV),Frankrijk,1057
