Regio,Migratieachtergrond,value
Friesland (PV),Canada en overig Noord-Amerika,647
Friesland (PV),China,794
Friesland (PV),Colombia,81
Friesland (PV),Dominicaanse Republiek,85
Friesland (PV),Duitsland,9835
Friesland (PV),Egypte,242
Friesland (PV),Ethiopië,124
Friesland (PV),Filippijnen,211
Friesland (PV),Frankrijk,476
Friesland (PV),Ghana,78
Friesland (PV),Griekenland,160
Friesland (PV),Hongarije,219
Friesland (PV),Hongkong,180
Friesland (PV),India,180
Friesland (PV),Indonesië,7728
Friesland (PV),Irak,1829
Friesland (PV),Iran,618
Friesland (PV),Italië,511
Friesland (PV),Japan,28
Friesland (PV),Kaapverdië,99
Friesland (PV),Marokko,2044
Friesland (PV),Oostenrijk,274
Friesland (PV),Pakistan,154
Friesland (PV),Polen,696
Friesland (PV),Portugal,96
Friesland (PV),Somalië,979
Friesland (PV),Spanje,206
Friesland (PV),Suriname,2821
Friesland (PV),Turkije,1328
Friesland (PV),Verenigd Koninkrijk,1220
Friesland (PV),Verenigde Staten van Amerika,529
Friesland (PV),Vietnam,700
Friesland (PV),Zuid-Afrika,268
Friesland (PV),Overig Afrika,1350
Friesland (PV),Overig Amerika,482
Friesland (PV),Overig Azië,1185
Friesland (PV),Overig Europa,1080
Friesland (PV),Overig Oceanië,90
Drenthe (PV),Afghanistan,484
Drenthe (PV),Australië,263
Drenthe (PV),België,575
Drenthe (PV),Brazilië,117
Drenthe (PV),Canada en overig Noord-Amerika,313
Drenthe (PV),China,702
Drenthe (PV),Colombia,53
Drenthe (PV),Dominicaanse Republiek,43
Drenthe (PV),Duitsland,9233
Drenthe (PV),Egypte,233
Drenthe (PV),Ethiopië,130
Drenthe (PV),Filippijnen,110
Drenthe (PV),Frankrijk,247
Drenthe (PV),Ghana,37
Drenthe (PV),Griekenland,102
Drenthe (PV),Hongarije,120
Drenthe (PV),Hongkong,161
Drenthe (PV),India,69
Drenthe (PV),Indonesië,8178
Drenthe (PV),Irak,1143
Drenthe (PV),Iran,471
Drenthe (PV),Italië,503
Drenthe (PV),Japan,17
Drenthe (PV),Kaapverdië,15
Drenthe (PV),Marokko,1130
Drenthe (PV),Oostenrijk,223
Drenthe (PV),Pakistan,142
Drenthe (PV),Polen,628
Drenthe (PV),Portugal,55
Drenthe (PV),Somalië,592
Drenthe (PV),Spanje,182
Drenthe (PV),Suriname,1612
Drenthe (PV),Turkije,1367
Drenthe (PV),Verenigd Koninkrijk,1034
Drenthe (PV),Verenigde Staten van Amerika,372
Drenthe (PV),Vietnam,331
Drenthe (PV),Zuid-Afrika,220
Drenthe (PV),Overig Afrika,798
Drenthe (PV),Overig Amerika,255
Drenthe (PV),Overig Azië,983
Drenthe (PV),Overig Europa,740
Drenthe (PV),Overig Oceanië,79
Overijssel (PV),Afghanistan,920
Overijssel (PV),Australië,549
Overijssel (PV),België,1383
Overijssel (PV),Brazilië,433
Overijssel (PV),Canada en overig Noord-Amerika,501
Overijssel (PV),China,1793
Overijssel (PV),Colombia,222
Overijssel (PV),Dominicaanse Republiek,144
Overijssel (PV),Duitsland,33616
Overijssel (PV),Egypte,267
Overijssel (PV),Ethiopië,301
Overijssel (PV),Filippijnen,361
Overijssel (PV),Frankrijk,809
Overijssel (PV),Ghana,116
Overijssel (PV),Griekenland,223
Overijssel (PV),Hongarije,840
Overijssel (PV),Hongkong,531
Overijssel (PV),India,229
Overijssel (PV),Indonesië,21437
Overijssel (PV),Irak,3027
Overijssel (PV),Iran,1236
Overijssel (PV),Italië,2649
Overijssel (PV),Japan,51
Overijssel (PV),Kaapverdië,16
Overijssel (PV),Marokko,3432
Overijssel (PV),Oostenrijk,670
Overijssel (PV),Pakistan,229
Overijssel (PV),Polen,1434
Overijssel (PV),Portugal,159
Overijssel (PV),Somalië,774
Overijssel (PV),Spanje,1499
Overijssel (PV),Suriname,4700
Overijssel (PV),Turkije,30009
Overijssel (PV),Verenigd Koninkrijk,1966
Overijssel (PV),Verenigde Staten van Amerika,740
Overijssel (PV),Vietnam,753
Overijssel (PV),Zuid-Afrika,610
Overijssel (PV),Overig Afrika,1988
Overijssel (PV),Overig Amerika,863
Overijssel (PV),Overig Azië,3938
Overijssel (PV),Overig Europa,1980
Overijssel (PV),Overig Oceanië,222
Flevoland (PV),Afghanistan,248
Flevoland (PV),Australië,288
Flevoland (PV),België,1014
Flevoland (PV),Brazilië,269
Flevoland (PV),Canada en overig Noord-Amerika,341
Flevoland (PV),China,437
Flevoland (PV),Colombia,152
Flevoland (PV),Dominicaanse Republiek,169
Flevoland (PV),Duitsland,5808
Flevoland (PV),Egypte,457
Flevoland (PV),Ethiopië,110
Flevoland (PV),Filippijnen,475
Flevoland (PV),Frankrijk,537
Flevoland (PV),Ghana,428
Flevoland (PV),Griekenland,149
Flevoland (PV),Hongarije,205
Flevoland (PV),Hongkong,388
Flevoland (PV),India,239
Flevoland (PV),Indonesië,8355
Flevoland (PV),Irak,989
Flevoland (PV),Iran,727
Flevoland (PV),Italië,670
Flevoland (PV),Japan,109
Flevoland (PV),Kaapverdië,45
Flevoland (PV),Marokko,5158
Flevoland (PV),Oostenrijk,277
Flevoland (PV),Pakistan,350
Flevoland (PV),Polen,638
Flevoland (PV),Portugal,268
Flevoland (PV),Somalië,268
Flevoland (PV),Spanje,496
Flevoland (PV),Suriname,13052
Flevoland (PV),Turkije,2606
Flevoland (PV),Verenigd Koninkrijk,1372
Flevoland (PV),Verenigde Staten van Amerika,546
Flevoland (PV),Vietnam,639
Flevoland (PV),Zuid-Afrika,460
Flevoland (PV),Overig Afrika,1139
Flevoland (PV),Overig Amerika,768
Flevoland (PV),Overig Azië,1014
Flevoland (PV),Overig Europa,1057
Flevoland (PV),Overig Oceanië,107
Gelderland (PV),Afghanistan,2032
Gelderland (PV),Australië,1216
Gelderland (PV),België,5058
Gelderland (PV),Brazilië,734
Gelderland (PV),Canada en overig Noord-Amerika,1130
Gelderland (PV),China,2894
Gelderland (PV),Colombia,431
Gelderland (PV),Dominicaanse Republiek,431
Gelderland (PV),Duitsland,54569
Gelderland (PV),Egypte,673
Gelderland (PV),Ethiopië,663
Gelderland (PV),Filippijnen,770
Gelderland (PV),Frankrijk,2055
Gelderland (PV),Ghana,371
Gelderland (PV),Griekenland,813
Gelderland (PV),Hongarije,1137
Gelderland (PV),Hongkong,1424
Gelderland (PV),India,458
Gelderland (PV),Indonesië,48053
Gelderland (PV),Irak,3283
Gelderland (PV),Iran,2135
Gelderland (PV),Italië,2916
Gelderland (PV),Japan,179
Gelderland (PV),Kaapverdië,47
Gelderland (PV),Marokko,15230
Gelderland (PV),Oostenrijk,1496
Gelderland (PV),Pakistan,324
Gelderland (PV),Polen,2478
Gelderland (PV),Portugal,337
Gelderland (PV),Somalië,2765
Gelderland (PV),Spanje,2033
Gelderland (PV),Suriname,10326
Gelderland (PV),Turkije,31681
Gelderland (PV),Verenigd Koninkrijk,4564
Gelderland (PV),Verenigde Staten van Amerika,1784
Gelderland (PV),Vietnam,1720
Gelderland (PV),Zuid-Afrika,1082
Gelderland (PV),Overig Afrika,3951
Gelderland (PV),Overig Amerika,1755
Gelderland (PV),Overig Azië,3597
Gelderland (PV),Overig Europa,4126
Gelderland (PV),Overig Oceanië,414
Utrecht (PV),Afghanistan,943
Utrecht (PV),Australië,845
Utrecht (PV),België,4005
Utrecht (PV),Brazilië,461
Utrecht (PV),Canada en overig Noord-Amerika,771
Utrecht (PV),China,1758
Utrecht (PV),Colombia,342
Utrecht (PV),Dominicaanse Republiek,225
Utrecht (PV),Duitsland,19496
Utrecht (PV),Egypte,707
Utrecht (PV),Ethiopië,666
Utrecht (PV),Filippijnen,472
Utrecht (PV),Frankrijk,2129
Utrecht (PV),Ghana,366
Utrecht (PV),Griekenland,2065
Utrecht (PV),Hongarije,941
Utrecht (PV),Hongkong,1312
Utrecht (PV),India,588
Utrecht (PV),Indonesië,34765
Utrecht (PV),Irak,2141
Utrecht (PV),Iran,1853
Utrecht (PV),Italië,2123
Utrecht (PV),Japan,270
Utrecht (PV),Kaapverdië,44
Utrecht (PV),Marokko,33587
Utrecht (PV),Oostenrijk,1087
Utrecht (PV),Pakistan,348
Utrecht (PV),Polen,1810
Utrecht (PV),Portugal,317
Utrecht (PV),Somalië,2072
Utrecht (PV),Spanje,2106
Utrecht (PV),Suriname,16214
Utrecht (PV),Turkije,20076
Utrecht (PV),Verenigd Koninkrijk,4366
Utrecht (PV),Verenigde Staten van Amerika,2331
Utrecht (PV),Vietnam,1039
Utrecht (PV),Zuid-Afrika,1161
Utrecht (PV),Overig Afrika,3225
Utrecht (PV),Overig Amerika,1699
Utrecht (PV),Overig Azië,2654
Utrecht (PV),Overig Europa,3913
Utrecht (PV),Overig Oceanië,325
Noord-Holland (PV),Afghanistan,2757
Noord-Holland (PV),Australië,2860
Noord-Holland (PV),België,10523
Noord-Holland (PV),Brazilië,2435
Noord-Holland (PV),Canada en overig Noord-Amerika,2406
Noord-Holland (PV),China,4866
Noord-Holland (PV),Colombia,1721
Noord-Holland (PV),Dominicaanse Republiek,2256
Noord-Holland (PV),Duitsland,55152
Noord-Holland (PV),Egypte,5517
Noord-Holland (PV),Ethiopië,2506
Noord-Holland (PV),Filippijnen,2962
Noord-Holland (PV),Frankrijk,7105
Noord-Holland (PV),Ghana,8953
Noord-Holland (PV),Griekenland,1675
Noord-Holland (PV),Hongarije,2774
Noord-Holland (PV),Hongkong,4794
Noord-Holland (PV),India,3829
Noord-Holland (PV),Indonesië,79483
Noord-Holland (PV),Irak,4431
Noord-Holland (PV),Iran,4122
Noord-Holland (PV),Italië,8535
Noord-Holland (PV),Japan,3727
Noord-Holland (PV),Kaapverdië,1114
Noord-Holland (PV),Marokko,69083
Noord-Holland (PV),Oostenrijk,3479
Noord-Holland (PV),Pakistan,5748
Noord-Holland (PV),Polen,4645
Noord-Holland (PV),Portugal,5468
Noord-Holland (PV),Somalië,3609
Noord-Holland (PV),Spanje,8163
Noord-Holland (PV),Suriname,93415
Noord-Holland (PV),Turkije,61127
Noord-Holland (PV),Verenigd Koninkrijk,18421
Noord-Holland (PV),Verenigde Staten van Amerika,8285
Noord-Holland (PV),Vietnam,2678
Noord-Holland (PV),Zuid-Afrika,2936
Noord-Holland (PV),Overig Afrika,10199
Noord-Holland (PV),Overig Amerika,8272
Noord-Holland (PV),Overig Azië,11344
Noord-Holland (PV),Overig Europa,13170
Noord-Holland (PV),Overig Oceanië,955
Zuid-Holland (PV),Afghanistan,3732
Zuid-Holland (PV),Australië,2641
Zuid-Holland (PV),België,16145
Zuid-Holland (PV),Brazilië,2134
Zuid-Holland (PV),Canada en overig Noord-Amerika,2350
Zuid-Holland (PV),China,8037
Zuid-Holland (PV),Colombia,2776
Zuid-Holland (PV),Dominicaanse Republiek,2500
Zuid-Holland (PV),Duitsland,59314
Zuid-Holland (PV),Egypte,3588
Zuid-Holland (PV),Ethiopië,2986
Zuid-Holland (PV),Filippijnen,2444
Zuid-Holland (PV),Frankrijk,8790
Zuid-Holland (PV),Ghana,3522
Zuid-Holland (PV),Griekenland,3426
Zuid-Holland (PV),Hongarije,2876
Zuid-Holland (PV),Hongkong,5651
Zuid-Holland (PV),India,4049
Zuid-Holland (PV),Indonesië,103695
Zuid-Holland (PV),Irak,7521
Zuid-Holland (PV),Iran,5968
Zuid-Holland (PV),Italië,7867
Zuid-Holland (PV),Japan,1417
Zuid-Holland (PV),Kaapverdië,16178
Zuid-Holland (PV),Marokko,77576
Zuid-Holland (PV),Oostenrijk,4139
Zuid-Holland (PV),Pakistan,7208
Zuid-Holland (PV),Polen,5824
Zuid-Holland (PV),Portugal,5615
Zuid-Holland (PV),Somalië,8195
Zuid-Holland (PV),Spanje,9004
Zuid-Holland (PV),Suriname,126665
Zuid-Holland (PV),Turkije,95956
Zuid-Holland (PV),Verenigd Koninkrijk,20635
Zuid-Holland (PV),Verenigde Staten van Amerika,6491
Zuid-Holland (PV),Vietnam,2336
Zuid-Holland (PV),Zuid-Afrika,3078
Zuid-Holland (PV),Overig Afrika,13683
Zuid-Holland (PV),Overig Amerika,7844
Zuid-Holland (PV),Overig Azië,10835
Zuid-Holland (PV),Overig Europa,13763
Zuid-Holland (PV),Overig Oceanië,940
Zeeland (PV),Afghanistan,232
Zeeland (PV),Australië,198
Zeeland (PV),België,16759
Zeeland (PV),Brazilië,126
Zeeland (PV),Canada en overig Noord-Amerika,279
Zeeland (PV),China,552
Zeeland (PV),Colombia,69
Zeeland (PV),Dominicaanse Republiek,53
Zeeland (PV),Duitsland,5171
Zeeland (PV),Egypte,197
Zeeland (PV),Ethiopië,93
Zeeland (PV),Filippijnen,171
Zeeland (PV),Frankrijk,1003
Zeeland (PV),Ghana,63
Zeeland (PV),Griekenland,183
Zeeland (PV),Hongarije,155
Zeeland (PV),Hongkong,202
Zeeland (PV),India,95
Zeeland (PV),Indonesië,6525
Zeeland (PV),Irak,557
Zeeland (PV),Iran,295
Zeeland (PV),Italië,406
Zeeland (PV),Japan,9
Zeeland (PV),Kaapverdië,18
Zeeland (PV),Marokko,1772
Zeeland (PV),Oostenrijk,328
Zeeland (PV),Pakistan,97
Zeeland (PV),Polen,716
Zeeland (PV),Portugal,130
Zeeland (PV),Somalië,346
Zeeland (PV),Spanje,260
Zeeland (PV),Suriname,2313
Zeeland (PV),Turkije,2696
Zeeland (PV),Verenigd Koninkrijk,1652
Zeeland (PV),Verenigde Staten van Amerika,366
Zeeland (PV),Vietnam,351
Zeeland (PV),Zuid-Afrika,229
Zeeland (PV),Overig Afrika,925
Zeeland (PV),Overig Amerika,360
Zeeland (PV),Overig Azië,827
Zeeland (PV),Overig Europa,777
Zeeland (PV),Overig Oceanië,50
Noord-Brabant (PV),Afghanistan,2221
Noord-Brabant (PV),Australië,1556
Noord-Brabant (PV),België,34133
Noord-Brabant (PV),Brazilië,981
Noord-Brabant (PV),Canada en overig Noord-Amerika,1426
Noord-Brabant (PV),China,3598
Noord-Brabant (PV),Colombia,422
Noord-Brabant (PV),Dominicaanse Republiek,483
Noord-Brabant (PV),Duitsland,40948
Noord-Brabant (PV),Egypte,1024
Noord-Brabant (PV),Ethiopië,704
Noord-Brabant (PV),Filippijnen,864
Noord-Brabant (PV),Frankrijk,3378
Noord-Brabant (PV),Ghana,659
Noord-Brabant (PV),Griekenland,1187
Noord-Brabant (PV),Hongarije,1292
Noord-Brabant (PV),Hongkong,1809
Noord-Brabant (PV),India,766
Noord-Brabant (PV),Indonesië,54133
Noord-Brabant (PV),Irak,2556
Noord-Brabant (PV),Iran,2020
Noord-Brabant (PV),Italië,2533
Noord-Brabant (PV),Japan,440
Noord-Brabant (PV),Kaapverdië,88
Noord-Brabant (PV),Marokko,28709
Noord-Brabant (PV),Oostenrijk,1756
Noord-Brabant (PV),Pakistan,556
Noord-Brabant (PV),Polen,4225
Noord-Brabant (PV),Portugal,801
Noord-Brabant (PV),Somalië,5692
Noord-Brabant (PV),Spanje,3813
Noord-Brabant (PV),Suriname,17142
Noord-Brabant (PV),Turkije,39505
Noord-Brabant (PV),Verenigd Koninkrijk,7532
Noord-Brabant (PV),Verenigde Staten van Amerika,2278
Noord-Brabant (PV),Vietnam,2557
Noord-Brabant (PV),Zuid-Afrika,1089
Noord-Brabant (PV),Overig Afrika,5337
Noord-Brabant (PV),Overig Amerika,2286
Noord-Brabant (PV),Overig Azië,5231
Noord-Brabant (PV),Overig Europa,4789
Noord-Brabant (PV),Overig Oceanië,577
Limburg (PV),Afghanistan,1203
Limburg (PV),Australië,678
Limburg (PV),België,20845
Limburg (PV),Brazilië,321
Limburg (PV),Canada en overig Noord-Amerika,390
Limburg (PV),China,1621
Limburg (PV),Colombia,196
Limburg (PV),Dominicaanse Republiek,139
Limburg (PV),Duitsland,97457
Limburg (PV),Egypte,524
Limburg (PV),Ethiopië,253
Limburg (PV),Filippijnen,378
Limburg (PV),Frankrijk,1637
Limburg (PV),Ghana,223
Limburg (PV),Griekenland,688
Limburg (PV),Hongarije,1123
Limburg (PV),Hongkong,660
Limburg (PV),India,345
Limburg (PV),Indonesië,23536
Limburg (PV),Irak,1388
Limburg (PV),Iran,1441
Limburg (PV),Italië,3480
Limburg (PV),Japan,266
Limburg (PV),Kaapverdië,20
Limburg (PV),Marokko,13657
Limburg (PV),Oostenrijk,1391
Limburg (PV),Pakistan,227
Limburg (PV),Polen,4480
Limburg (PV),Portugal,266
Limburg (PV),Somalië,1413
Limburg (PV),Spanje,1585
Limburg (PV),Suriname,2847
Limburg (PV),Turkije,9476
Limburg (PV),Verenigd Koninkrijk,3456
Limburg (PV),Verenigde Staten van Amerika,1322
Limburg (PV),Vietnam,917
Limburg (PV),Zuid-Afrika,395
Limburg (PV),Overig Afrika,3065
Limburg (PV),Overig Amerika,758
Limburg (PV),Overig Azië,2544
Limburg (PV),Overig Europa,2853
Limburg (PV),Overig Oceanië,212
