Regio,Migratieachtergrond,value
Overijssel (PV),Overig Afrika,4562
Overijssel (PV),Overig Amerika,1526
Overijssel (PV),Overig Azië,8587
Overijssel (PV),Overig Europa,3439
Overijssel (PV),Overig Oceanië,270
Flevoland (PV),Afghanistan,1637
Flevoland (PV),Australië,380
Flevoland (PV),België,1328
Flevoland (PV),Brazilië,712
Flevoland (PV),Canada en overig Noord-Amerika,454
Flevoland (PV),China,1518
Flevoland (PV),Colombia,530
Flevoland (PV),Dominicaanse Republiek,516
Flevoland (PV),Duitsland,6286
Flevoland (PV),Egypte,918
Flevoland (PV),Ethiopië,343
Flevoland (PV),Filippijnen,1017
Flevoland (PV),Frankrijk,818
Flevoland (PV),Ghana,1416
Flevoland (PV),Griekenland,320
Flevoland (PV),Hongarije,582
Flevoland (PV),Hongkong,477
Flevoland (PV),India,905
Flevoland (PV),Indonesië,9440
Flevoland (PV),Irak,2542
Flevoland (PV),Iran,2001
Flevoland (PV),Italië,953
Flevoland (PV),Japan,151
Flevoland (PV),Kaapverdië,123
Flevoland (PV),Marokko,10937
Flevoland (PV),Oostenrijk,326
Flevoland (PV),Pakistan,757
Flevoland (PV),Polen,3603
Flevoland (PV),Portugal,747
Flevoland (PV),Somalië,904
Flevoland (PV),Spanje,863
Flevoland (PV),Suriname,27351
Flevoland (PV),Turkije,6285
Flevoland (PV),Verenigd Koninkrijk,1711
Flevoland (PV),Verenigde Staten van Amerika,795
Flevoland (PV),Vietnam,1182
Flevoland (PV),Zuid-Afrika,690
Flevoland (PV),Overig Afrika,4061
Flevoland (PV),Overig Amerika,1931
Flevoland (PV),Overig Azië,3060
Flevoland (PV),Overig Europa,2201
Flevoland (PV),Overig Oceanië,135
Gelderland (PV),Afghanistan,5330
Gelderland (PV),Australië,1489
Gelderland (PV),België,5790
Gelderland (PV),Brazilië,1617
Gelderland (PV),Canada en overig Noord-Amerika,1482
Gelderland (PV),China,5791
Gelderland (PV),Colombia,1006
Gelderland (PV),Dominicaanse Republiek,839
Gelderland (PV),Duitsland,49122
Gelderland (PV),Egypte,1000
Gelderland (PV),Ethiopië,862
Gelderland (PV),Filippijnen,1423
Gelderland (PV),Frankrijk,2725
Gelderland (PV),Ghana,605
Gelderland (PV),Griekenland,1341
Gelderland (PV),Hongarije,1828
Gelderland (PV),Hongkong,1293
Gelderland (PV),India,1082
Gelderland (PV),Indonesië,43430
Gelderland (PV),Irak,5943
Gelderland (PV),Iran,3261
Gelderland (PV),Italië,3520
Gelderland (PV),Japan,246
Gelderland (PV),Kaapverdië,79
Gelderland (PV),Marokko,21211
Gelderland (PV),Oostenrijk,1557
Gelderland (PV),Pakistan,530
Gelderland (PV),Polen,8715
Gelderland (PV),Portugal,839
Gelderland (PV),Somalië,3627
Gelderland (PV),Spanje,2556
Gelderland (PV),Suriname,11479
Gelderland (PV),Turkije,39707
Gelderland (PV),Verenigd Koninkrijk,5618
Gelderland (PV),Verenigde Staten van Amerika,2239
Gelderland (PV),Vietnam,2327
Gelderland (PV),Zuid-Afrika,1725
Gelderland (PV),Overig Afrika,8273
Gelderland (PV),Overig Amerika,3351
Gelderland (PV),Overig Azië,7278
Gelderland (PV),Overig Europa,7006
Gelderland (PV),Overig Oceanië,493
Utrecht (PV),Afghanistan,3584
Utrecht (PV),Australië,1302
Utrecht (PV),België,5062
Utrecht (PV),Brazilië,1301
Utrecht (PV),Canada en overig Noord-Amerika,1231
Utrecht (PV),China,4529
Utrecht (PV),Colombia,992
Utrecht (PV),Dominicaanse Republiek,491
Utrecht (PV),Duitsland,19753
Utrecht (PV),Egypte,1220
Utrecht (PV),Ethiopië,1165
Utrecht (PV),Filippijnen,1040
Utrecht (PV),Frankrijk,2908
Utrecht (PV),Ghana,650
Utrecht (PV),Griekenland,2645
Utrecht (PV),Hongarije,1280
Utrecht (PV),Hongkong,1587
Utrecht (PV),India,1706
Utrecht (PV),Indonesië,32445
Utrecht (PV),Irak,4154
Utrecht (PV),Iran,3319
Utrecht (PV),Italië,3023
Utrecht (PV),Japan,385
Utrecht (PV),Kaapverdië,108
Utrecht (PV),Marokko,52153
Utrecht (PV),Oostenrijk,1188
Utrecht (PV),Pakistan,514
Utrecht (PV),Polen,5385
Utrecht (PV),Portugal,696
Utrecht (PV),Somalië,2690
Utrecht (PV),Spanje,3136
Utrecht (PV),Suriname,18722
Utrecht (PV),Turkije,27206
Utrecht (PV),Verenigd Koninkrijk,5611
Utrecht (PV),Verenigde Staten van Amerika,3249
Utrecht (PV),Vietnam,1602
Utrecht (PV),Zuid-Afrika,1840
Utrecht (PV),Overig Afrika,7798
Utrecht (PV),Overig Amerika,3536
Utrecht (PV),Overig Azië,6127
Utrecht (PV),Overig Europa,7534
Utrecht (PV),Overig Oceanië,528
Noord-Holland (PV),Afghanistan,8503
Noord-Holland (PV),Australië,4093
Noord-Holland (PV),België,12382
Noord-Holland (PV),Brazilië,6053
Noord-Holland (PV),Canada en overig Noord-Amerika,3575
Noord-Holland (PV),China,11261
Noord-Holland (PV),Colombia,3857
Noord-Holland (PV),Dominicaanse Republiek,3659
Noord-Holland (PV),Duitsland,52847
Noord-Holland (PV),Egypte,9023
Noord-Holland (PV),Ethiopië,3496
Noord-Holland (PV),Filippijnen,5437
Noord-Holland (PV),Frankrijk,11094
Noord-Holland (PV),Ghana,13462
Noord-Holland (PV),Griekenland,3622
Noord-Holland (PV),Hongarije,4601
Noord-Holland (PV),Hongkong,5069
Noord-Holland (PV),India,9599
Noord-Holland (PV),Indonesië,75502
Noord-Holland (PV),Irak,8337
Noord-Holland (PV),Iran,7293
Noord-Holland (PV),Italië,12638
Noord-Holland (PV),Japan,3724
Noord-Holland (PV),Kaapverdië,1281
Noord-Holland (PV),Marokko,102670
Noord-Holland (PV),Oostenrijk,3557
Noord-Holland (PV),Pakistan,7214
Noord-Holland (PV),Polen,19371
Noord-Holland (PV),Portugal,6685
Noord-Holland (PV),Somalië,5436
Noord-Holland (PV),Spanje,11175
Noord-Holland (PV),Suriname,100412
Noord-Holland (PV),Turkije,80959
Noord-Holland (PV),Verenigd Koninkrijk,24643
Noord-Holland (PV),Verenigde Staten van Amerika,12216
Noord-Holland (PV),Vietnam,3903
Noord-Holland (PV),Zuid-Afrika,4727
Noord-Holland (PV),Overig Afrika,20837
Noord-Holland (PV),Overig Amerika,14568
Noord-Holland (PV),Overig Azië,22155
Noord-Holland (PV),Overig Europa,27220
Noord-Holland (PV),Overig Oceanië,1533
Zuid-Holland (PV),Afghanistan,12152
Zuid-Holland (PV),Australië,3449
Zuid-Holland (PV),België,16893
Zuid-Holland (PV),Brazilië,5319
Zuid-Holland (PV),Canada en overig Noord-Amerika,3410
Zuid-Holland (PV),China,20564
Zuid-Holland (PV),Colombia,5298
Zuid-Holland (PV),Dominicaanse Republiek,5259
Zuid-Holland (PV),Duitsland,55408
Zuid-Holland (PV),Egypte,5756
Zuid-Holland (PV),Ethiopië,4245
Zuid-Holland (PV),Filippijnen,4971
Zuid-Holland (PV),Frankrijk,11744
Zuid-Holland (PV),Ghana,4405
Zuid-Holland (PV),Griekenland,6665
Zuid-Holland (PV),Hongarije,5287
Zuid-Holland (PV),Hongkong,6334
Zuid-Holland (PV),India,8238
Zuid-Holland (PV),Indonesië,90528
Zuid-Holland (PV),Irak,14457
Zuid-Holland (PV),Iran,11062
Zuid-Holland (PV),Italië,10875
Zuid-Holland (PV),Japan,1655
Zuid-Holland (PV),Kaapverdië,19466
Zuid-Holland (PV),Marokko,117312
Zuid-Holland (PV),Oostenrijk,3985
Zuid-Holland (PV),Pakistan,9485
Zuid-Holland (PV),Polen,37102
Zuid-Holland (PV),Portugal,9535
Zuid-Holland (PV),Somalië,10459
Zuid-Holland (PV),Spanje,11268
Zuid-Holland (PV),Suriname,148805
Zuid-Holland (PV),Turkije,132551
Zuid-Holland (PV),Verenigd Koninkrijk,22572
Zuid-Holland (PV),Verenigde Staten van Amerika,8923
Zuid-Holland (PV),Vietnam,3790
Zuid-Holland (PV),Zuid-Afrika,4551
Zuid-Holland (PV),Overig Afrika,29837
Zuid-Holland (PV),Overig Amerika,14113
Zuid-Holland (PV),Overig Azië,21617
Zuid-Holland (PV),Overig Europa,30349
Zuid-Holland (PV),Overig Oceanië,1279
Zeeland (PV),Afghanistan,354
Zeeland (PV),Australië,203
Zeeland (PV),België,17921
Zeeland (PV),Brazilië,283
Zeeland (PV),Canada en overig Noord-Amerika,300
Zeeland (PV),China,869
Zeeland (PV),Colombia,182
Zeeland (PV),Dominicaanse Republiek,110
Zeeland (PV),Duitsland,5582
Zeeland (PV),Egypte,260
Zeeland (PV),Ethiopië,110
Zeeland (PV),Filippijnen,339
Zeeland (PV),Frankrijk,1019
Zeeland (PV),Ghana,56
Zeeland (PV),Griekenland,269
Zeeland (PV),Hongarije,380
Zeeland (PV),Hongkong,152
Zeeland (PV),India,206
Zeeland (PV),Indonesië,6236
Zeeland (PV),Irak,615
Zeeland (PV),Iran,314
Zeeland (PV),Italië,461
Zeeland (PV),Japan,26
Zeeland (PV),Kaapverdië,41
Zeeland (PV),Marokko,2280
Zeeland (PV),Oostenrijk,338
Zeeland (PV),Pakistan,112
Zeeland (PV),Polen,2887
Zeeland (PV),Portugal,835
Zeeland (PV),Somalië,579
Zeeland (PV),Spanje,366
Zeeland (PV),Suriname,2557
Zeeland (PV),Turkije,3192
Zeeland (PV),Verenigd Koninkrijk,1811
Zeeland (PV),Verenigde Staten van Amerika,387
Zeeland (PV),Vietnam,504
Zeeland (PV),Zuid-Afrika,384
Zeeland (PV),Overig Afrika,1720
Zeeland (PV),Overig Amerika,698
Zeeland (PV),Overig Azië,1410
Zeeland (PV),Overig Europa,1466
Zeeland (PV),Overig Oceanië,61
Noord-Brabant (PV),Afghanistan,5289
Noord-Brabant (PV),Australië,1894
Noord-Brabant (PV),België,32704
Noord-Brabant (PV),Brazilië,2356
Noord-Brabant (PV),Canada en overig Noord-Amerika,1761
Noord-Brabant (PV),China,8407
Noord-Brabant (PV),Colombia,1155
Noord-Brabant (PV),Dominicaanse Republiek,876
Noord-Brabant (PV),Duitsland,38889
Noord-Brabant (PV),Egypte,1725
Noord-Brabant (PV),Ethiopië,931
Noord-Brabant (PV),Filippijnen,1854
Noord-Brabant (PV),Frankrijk,4667
Noord-Brabant (PV),Ghana,1139
Noord-Brabant (PV),Griekenland,2063
Noord-Brabant (PV),Hongarije,2576
Noord-Brabant (PV),Hongkong,1706
Noord-Brabant (PV),India,2863
Noord-Brabant (PV),Indonesië,49307
Noord-Brabant (PV),Irak,4933
Noord-Brabant (PV),Iran,3355
Noord-Brabant (PV),Italië,3696
Noord-Brabant (PV),Japan,555
Noord-Brabant (PV),Kaapverdië,171
Noord-Brabant (PV),Marokko,41673
Noord-Brabant (PV),Oostenrijk,1764
Noord-Brabant (PV),Pakistan,807
Noord-Brabant (PV),Polen,25717
Noord-Brabant (PV),Portugal,2633
Noord-Brabant (PV),Somalië,7393
Noord-Brabant (PV),Spanje,4627
Noord-Brabant (PV),Suriname,19220
Noord-Brabant (PV),Turkije,50985
Noord-Brabant (PV),Verenigd Koninkrijk,8750
Noord-Brabant (PV),Verenigde Staten van Amerika,3087
Noord-Brabant (PV),Vietnam,3700
Noord-Brabant (PV),Zuid-Afrika,1744
Noord-Brabant (PV),Overig Afrika,12456
Noord-Brabant (PV),Overig Amerika,4602
Noord-Brabant (PV),Overig Azië,10519
Noord-Brabant (PV),Overig Europa,10549
Noord-Brabant (PV),Overig Oceanië,751
Limburg (PV),Afghanistan,2284
Limburg (PV),Australië,824
Limburg (PV),België,18411
Limburg (PV),Brazilië,817
Limburg (PV),Canada en overig Noord-Amerika,619
Limburg (PV),China,3302
Limburg (PV),Colombia,500
Limburg (PV),Dominicaanse Republiek,297
Limburg (PV),Duitsland,76748
Limburg (PV),Egypte,833
Limburg (PV),Ethiopië,378
Limburg (PV),Filippijnen,778
Limburg (PV),Frankrijk,1863
Limburg (PV),Ghana,325
Limburg (PV),Griekenland,1028
Limburg (PV),Hongarije,1509
Limburg (PV),Hongkong,684
Limburg (PV),India,679
Limburg (PV),Indonesië,20558
Limburg (PV),Irak,2451
Limburg (PV),Iran,1756
Limburg (PV),Italië,3767
Limburg (PV),Japan,274
Limburg (PV),Kaapverdië,48
Limburg (PV),Marokko,17006
Limburg (PV),Oostenrijk,1285
Limburg (PV),Pakistan,260
Limburg (PV),Polen,10783
Limburg (PV),Portugal,712
Limburg (PV),Somalië,2013
Limburg (PV),Spanje,1900
Limburg (PV),Suriname,3128
Limburg (PV),Turkije,12267
Limburg (PV),Verenigd Koninkrijk,4326
Limburg (PV),Verenigde Staten van Amerika,1954
Limburg (PV),Vietnam,1233
Limburg (PV),Zuid-Afrika,635
Limburg (PV),Overig Afrika,5361
Limburg (PV),Overig Amerika,1654
Limburg (PV),Overig Azië,5301
Limburg (PV),Overig Europa,5274
Limburg (PV),Overig Oceanië,250
