Regio,Migratieachtergrond,value
Flevoland (PV),Overig Afrika,2959
Flevoland (PV),Overig Amerika,1338
Flevoland (PV),Overig Azië,1854
Flevoland (PV),Overig Europa,1514
Flevoland (PV),Overig Oceanië,133
Gelderland (PV),Afghanistan,4826
Gelderland (PV),Australië,1398
Gelderland (PV),België,5334
Gelderland (PV),Brazilië,976
Gelderland (PV),Canada en overig Noord-Amerika,1307
Gelderland (PV),China,4197
Gelderland (PV),Colombia,653
Gelderland (PV),Dominicaanse Republiek,626
Gelderland (PV),Duitsland,52762
Gelderland (PV),Egypte,908
Gelderland (PV),Ethiopië,783
Gelderland (PV),Filippijnen,976
Gelderland (PV),Frankrijk,2423
Gelderland (PV),Ghana,500
Gelderland (PV),Griekenland,979
Gelderland (PV),Hongarije,1242
Gelderland (PV),Hongkong,1396
Gelderland (PV),India,584
Gelderland (PV),Indonesië,46700
Gelderland (PV),Irak,4938
Gelderland (PV),Iran,2856
Gelderland (PV),Italië,3144
Gelderland (PV),Japan,229
Gelderland (PV),Kaapverdië,57
Gelderland (PV),Marokko,18182
Gelderland (PV),Oostenrijk,1564
Gelderland (PV),Pakistan,439
Gelderland (PV),Polen,3319
Gelderland (PV),Portugal,546
Gelderland (PV),Somalië,2781
Gelderland (PV),Spanje,2231
Gelderland (PV),Suriname,10884
Gelderland (PV),Turkije,36653
Gelderland (PV),Verenigd Koninkrijk,5199
Gelderland (PV),Verenigde Staten van Amerika,2007
Gelderland (PV),Vietnam,2045
Gelderland (PV),Zuid-Afrika,1435
Gelderland (PV),Overig Afrika,8607
Gelderland (PV),Overig Amerika,2422
Gelderland (PV),Overig Azië,5349
Gelderland (PV),Overig Europa,5105
Gelderland (PV),Overig Oceanië,472
Utrecht (PV),Afghanistan,2588
Utrecht (PV),Australië,1098
Utrecht (PV),België,4442
Utrecht (PV),Brazilië,683
Utrecht (PV),Canada en overig Noord-Amerika,921
Utrecht (PV),China,2555
Utrecht (PV),Colombia,510
Utrecht (PV),Dominicaanse Republiek,342
Utrecht (PV),Duitsland,19801
Utrecht (PV),Egypte,933
Utrecht (PV),Ethiopië,825
Utrecht (PV),Filippijnen,632
Utrecht (PV),Frankrijk,2444
Utrecht (PV),Ghana,427
Utrecht (PV),Griekenland,2211
Utrecht (PV),Hongarije,956
Utrecht (PV),Hongkong,1423
Utrecht (PV),India,691
Utrecht (PV),Indonesië,34435
Utrecht (PV),Irak,3131
Utrecht (PV),Iran,2468
Utrecht (PV),Italië,2411
Utrecht (PV),Japan,313
Utrecht (PV),Kaapverdië,64
Utrecht (PV),Marokko,41257
Utrecht (PV),Oostenrijk,1102
Utrecht (PV),Pakistan,421
Utrecht (PV),Polen,2185
Utrecht (PV),Portugal,419
Utrecht (PV),Somalië,2140
Utrecht (PV),Spanje,2311
Utrecht (PV),Suriname,17716
Utrecht (PV),Turkije,23642
Utrecht (PV),Verenigd Koninkrijk,4880
Utrecht (PV),Verenigde Staten van Amerika,2657
Utrecht (PV),Vietnam,1252
Utrecht (PV),Zuid-Afrika,1411
Utrecht (PV),Overig Afrika,5641
Utrecht (PV),Overig Amerika,2430
Utrecht (PV),Overig Azië,3835
Utrecht (PV),Overig Europa,4879
Utrecht (PV),Overig Oceanië,409
Noord-Holland (PV),Afghanistan,6523
Noord-Holland (PV),Australië,3734
Noord-Holland (PV),België,11086
Noord-Holland (PV),Brazilië,3324
Noord-Holland (PV),Canada en overig Noord-Amerika,2848
Noord-Holland (PV),China,6644
Noord-Holland (PV),Colombia,2424
Noord-Holland (PV),Dominicaanse Republiek,2775
Noord-Holland (PV),Duitsland,54268
Noord-Holland (PV),Egypte,7278
Noord-Holland (PV),Ethiopië,3009
Noord-Holland (PV),Filippijnen,3772
Noord-Holland (PV),Frankrijk,8378
Noord-Holland (PV),Ghana,11085
Noord-Holland (PV),Griekenland,2021
Noord-Holland (PV),Hongarije,2933
Noord-Holland (PV),Hongkong,4934
Noord-Holland (PV),India,4523
Noord-Holland (PV),Indonesië,78607
Noord-Holland (PV),Irak,6511
Noord-Holland (PV),Iran,5413
Noord-Holland (PV),Italië,9420
Noord-Holland (PV),Japan,3941
Noord-Holland (PV),Kaapverdië,1188
Noord-Holland (PV),Marokko,83311
Noord-Holland (PV),Oostenrijk,3495
Noord-Holland (PV),Pakistan,6654
Noord-Holland (PV),Polen,5683
Noord-Holland (PV),Portugal,5761
Noord-Holland (PV),Somalië,3326
Noord-Holland (PV),Spanje,8697
Noord-Holland (PV),Suriname,97410
Noord-Holland (PV),Turkije,70444
Noord-Holland (PV),Verenigd Koninkrijk,21681
Noord-Holland (PV),Verenigde Staten van Amerika,10064
Noord-Holland (PV),Vietnam,3197
Noord-Holland (PV),Zuid-Afrika,3640
Noord-Holland (PV),Overig Afrika,16358
Noord-Holland (PV),Overig Amerika,10511
Noord-Holland (PV),Overig Azië,15803
Noord-Holland (PV),Overig Europa,16036
Noord-Holland (PV),Overig Oceanië,1340
Zuid-Holland (PV),Afghanistan,8699
Zuid-Holland (PV),Australië,3311
Zuid-Holland (PV),België,16364
Zuid-Holland (PV),Brazilië,2926
Zuid-Holland (PV),Canada en overig Noord-Amerika,2909
Zuid-Holland (PV),China,12420
Zuid-Holland (PV),Colombia,3758
Zuid-Holland (PV),Dominicaanse Republiek,3766
Zuid-Holland (PV),Duitsland,57593
Zuid-Holland (PV),Egypte,4501
Zuid-Holland (PV),Ethiopië,3508
Zuid-Holland (PV),Filippijnen,3258
Zuid-Holland (PV),Frankrijk,9767
Zuid-Holland (PV),Ghana,4243
Zuid-Holland (PV),Griekenland,3968
Zuid-Holland (PV),Hongarije,2917
Zuid-Holland (PV),Hongkong,6075
Zuid-Holland (PV),India,4745
Zuid-Holland (PV),Indonesië,99495
Zuid-Holland (PV),Irak,11689
Zuid-Holland (PV),Iran,8065
Zuid-Holland (PV),Italië,8501
Zuid-Holland (PV),Japan,1682
Zuid-Holland (PV),Kaapverdië,17715
Zuid-Holland (PV),Marokko,94359
Zuid-Holland (PV),Oostenrijk,4068
Zuid-Holland (PV),Pakistan,8180
Zuid-Holland (PV),Polen,7205
Zuid-Holland (PV),Portugal,6942
Zuid-Holland (PV),Somalië,7620
Zuid-Holland (PV),Spanje,9392
Zuid-Holland (PV),Suriname,138699
Zuid-Holland (PV),Turkije,114112
Zuid-Holland (PV),Verenigd Koninkrijk,23031
Zuid-Holland (PV),Verenigde Staten van Amerika,7831
Zuid-Holland (PV),Vietnam,2962
Zuid-Holland (PV),Zuid-Afrika,3981
Zuid-Holland (PV),Overig Afrika,24477
Zuid-Holland (PV),Overig Amerika,10297
Zuid-Holland (PV),Overig Azië,15469
Zuid-Holland (PV),Overig Europa,16223
Zuid-Holland (PV),Overig Oceanië,1172
Zeeland (PV),Afghanistan,455
Zeeland (PV),Australië,209
Zeeland (PV),België,16998
Zeeland (PV),Brazilië,178
Zeeland (PV),Canada en overig Noord-Amerika,283
Zeeland (PV),China,839
Zeeland (PV),Colombia,100
Zeeland (PV),Dominicaanse Republiek,90
Zeeland (PV),Duitsland,5473
Zeeland (PV),Egypte,221
Zeeland (PV),Ethiopië,112
Zeeland (PV),Filippijnen,231
Zeeland (PV),Frankrijk,1039
Zeeland (PV),Ghana,58
Zeeland (PV),Griekenland,229
Zeeland (PV),Hongarije,174
Zeeland (PV),Hongkong,189
Zeeland (PV),India,94
Zeeland (PV),Indonesië,6585
Zeeland (PV),Irak,679
Zeeland (PV),Iran,293
Zeeland (PV),Italië,436
Zeeland (PV),Japan,15
Zeeland (PV),Kaapverdië,18
Zeeland (PV),Marokko,1968
Zeeland (PV),Oostenrijk,349
Zeeland (PV),Pakistan,98
Zeeland (PV),Polen,841
Zeeland (PV),Portugal,210
Zeeland (PV),Somalië,239
Zeeland (PV),Spanje,267
Zeeland (PV),Suriname,2418
Zeeland (PV),Turkije,3091
Zeeland (PV),Verenigd Koninkrijk,1762
Zeeland (PV),Verenigde Staten van Amerika,377
Zeeland (PV),Vietnam,481
Zeeland (PV),Zuid-Afrika,303
Zeeland (PV),Overig Afrika,1703
Zeeland (PV),Overig Amerika,472
Zeeland (PV),Overig Azië,1026
Zeeland (PV),Overig Europa,960
Zeeland (PV),Overig Oceanië,56
Noord-Brabant (PV),Afghanistan,4989
Noord-Brabant (PV),Australië,1763
Noord-Brabant (PV),België,33792
Noord-Brabant (PV),Brazilië,1312
Noord-Brabant (PV),Canada en overig Noord-Amerika,1623
Noord-Brabant (PV),China,5091
Noord-Brabant (PV),Colombia,582
Noord-Brabant (PV),Dominicaanse Republiek,656
Noord-Brabant (PV),Duitsland,40489
Noord-Brabant (PV),Egypte,1392
Noord-Brabant (PV),Ethiopië,728
Noord-Brabant (PV),Filippijnen,1185
Noord-Brabant (PV),Frankrijk,3899
Noord-Brabant (PV),Ghana,858
Noord-Brabant (PV),Griekenland,1408
Noord-Brabant (PV),Hongarije,1385
Noord-Brabant (PV),Hongkong,1801
Noord-Brabant (PV),India,1041
Noord-Brabant (PV),Indonesië,52952
Noord-Brabant (PV),Irak,3833
Noord-Brabant (PV),Iran,2472
Noord-Brabant (PV),Italië,2811
Noord-Brabant (PV),Japan,466
Noord-Brabant (PV),Kaapverdië,120
Noord-Brabant (PV),Marokko,34747
Noord-Brabant (PV),Oostenrijk,1775
Noord-Brabant (PV),Pakistan,634
Noord-Brabant (PV),Polen,5820
Noord-Brabant (PV),Portugal,1763
Noord-Brabant (PV),Somalië,4635
Noord-Brabant (PV),Spanje,3922
Noord-Brabant (PV),Suriname,18470
Noord-Brabant (PV),Turkije,46309
Noord-Brabant (PV),Verenigd Koninkrijk,8200
Noord-Brabant (PV),Verenigde Staten van Amerika,2530
Noord-Brabant (PV),Vietnam,3237
Noord-Brabant (PV),Zuid-Afrika,1497
Noord-Brabant (PV),Overig Afrika,10435
Noord-Brabant (PV),Overig Amerika,3148
Noord-Brabant (PV),Overig Azië,7513
Noord-Brabant (PV),Overig Europa,5970
Noord-Brabant (PV),Overig Oceanië,696
Limburg (PV),Afghanistan,2240
Limburg (PV),Australië,747
Limburg (PV),België,19936
Limburg (PV),Brazilië,395
Limburg (PV),Canada en overig Noord-Amerika,449
Limburg (PV),China,2282
Limburg (PV),Colombia,291
Limburg (PV),Dominicaanse Republiek,200
Limburg (PV),Duitsland,88976
Limburg (PV),Egypte,741
Limburg (PV),Ethiopië,246
Limburg (PV),Filippijnen,511
Limburg (PV),Frankrijk,1692
Limburg (PV),Ghana,250
Limburg (PV),Griekenland,793
Limburg (PV),Hongarije,1107
Limburg (PV),Hongkong,638
Limburg (PV),India,366
Limburg (PV),Indonesië,22597
Limburg (PV),Irak,1716
Limburg (PV),Iran,1521
Limburg (PV),Italië,3465
Limburg (PV),Japan,261
Limburg (PV),Kaapverdië,26
Limburg (PV),Marokko,15987
Limburg (PV),Oostenrijk,1322
Limburg (PV),Pakistan,265
Limburg (PV),Polen,4962
Limburg (PV),Portugal,407
Limburg (PV),Somalië,1133
Limburg (PV),Spanje,1554
Limburg (PV),Suriname,2978
Limburg (PV),Turkije,11353
Limburg (PV),Verenigd Koninkrijk,3763
Limburg (PV),Verenigde Staten van Amerika,1442
Limburg (PV),Vietnam,1100
Limburg (PV),Zuid-Afrika,487
Limburg (PV),Overig Afrika,4924
Limburg (PV),Overig Amerika,1097
Limburg (PV),Overig Azië,3467
Limburg (PV),Overig Europa,3231
Limburg (PV),Overig Oceanië,227
